"numero_dpe","date_etablissement_dpe","etiquette_dpe","type_batiment","periode_construction","surface_habitable_logement","classe_inertie_batiment","adresse_ban","code_postal_ban","code_insee_ban","code_region_ban","code_departement_ban","coordonnee_cartographique_x_ban","coordonnee_cartographique_y_ban","deperditions_enveloppe","qualite_isolation_enveloppe","conso_5_usages_ep","conso_5_usages_par_m2_ep","type_energie_n1","cout_total_5_usages","type_energie_principale_chauffage","_score"
"2207E0871929B","2022-04-24","C","appartement",NA,79,"Légère","21 Rue des Fruitiers 07160 Le Cheylard","07160","07064","84","07",813309.32,6424810.63,112.6,"insuffisante",9021.6,114,"GPL",1259.4,"GPL",NA
"2207E0680814M","2022-04-01","F","maison",NA,245,"Moyenne","117 Rue du Parisien 07210 Chomérac","07210","07066","84","07",831359.27,6402158.93,850.3,"insuffisante",83403.4,340,"Bois – Bûches",4791,"Bois – Bûches",NA
"2207E0942057H","2022-04-26","E","maison",NA,225,"Moyenne","14 Promenade Roche de France 07300 Tournon-sur-Rhône","07300","07324","84","07",843644.8,6443132.45,720.8,"insuffisante",48712.2,216.4,"Fioul domestique",4511,"Fioul domestique",NA
"2207E0697268I","2022-04-03","G","appartement",NA,21,"Moyenne","27 Rue des Chazes 07700 Bourg-Saint-Andéol","07700","07042","84","07",831099.05,6365178.05,101.8,"insuffisante",11435,545,"Électricité",876.5,"Électricité",NA
"2207E0685572M","2022-04-02","G","maison",NA,95,"Lourde","216 Route de Tence 07690 Saint-André-en-Vivarais","07690","07212","84","07",810615.99,6447934.71,520.9,"insuffisante",76922.2,809,"Bois – Bûches",2587.5,"Bois – Bûches",NA
"2207E0965316W","2022-04-27","C","appartement",NA,153.7,"Légère","4 Rue du Parc 07300 Tournon-sur-Rhône","07300","07324","84","07",844358.33,6442430.22,358.2,"insuffisante",26762.2,174,"Électricité",1926,"Électricité",NA
"2207E0768542Q","2022-04-11","G","maison",NA,73,"Moyenne","975 Chemin du Bouchet 07270 Empurany","07270","07085","84","07",826137.8,6437992.62,386.4,"insuffisante",50144.1,686,"Bois – Bûches",1877.5,"Bois – Bûches",NA
"2207E0760804A","2022-04-10","C","appartement",NA,114.9,"Moyenne","20 Place des Cordeliers 07100 Annonay","07100","07010","84","07",831243.07,6461556.52,239.3,"insuffisante",13960.8,121,"Gaz naturel",1250.9,"Gaz naturel",NA
"2207E0696826I","2022-04-03","D","maison",NA,100.3,"Légère","245 Impasse Ronde des Cedres 07000 Saint-Julien-en-Saint-Alban","07000","07255","84","07",834389.36,6407765.99,200,"très bonne",19172.6,191,"Électricité",1405.7,"Électricité",NA
"2207E0736191J","2022-04-07","D","maison",NA,114,"Moyenne","163 Chemin du Soulier 07600 Labastide-sur-Bésorgues","07600","07112","84","07",802486.04,6405018,254.6,"moyenne",23288.2,204,"Bois – Bûches",1327.5,"Bois – Bûches",NA
"2207E0871059P","2022-04-24","E","maison",NA,103,"Légère","190 Chemin des Terrasses 07160 Saint-Barthélemy-le-Meil","07160","07215","84","07",816614.42,6422329.15,365.5,"moyenne",27243.8,264,"Électricité",1771.9,"Électricité",NA
"2207E0937405J","2022-05-01","C","appartement",NA,41.3,"Moyenne","5 Rue Baptiste Marcet 07130 Saint-Péray","07130","07281","84","07",845693.52,6428952.99,62.3,"moyenne",5948.6,144,"Électricité",514.5,"Électricité",NA
"2207E0767030M","2022-04-07","C","maison",NA,144.9,"Légère","32 Impasse des Jardins 07340 Bogy","07340","07036","84","07",839728.5,6466591.93,549.5,"insuffisante",25253.6,174.2,"Bois – Bûches",1538,"Bois – Bûches",NA
"2207E0892713L","2022-04-26","D","appartement",NA,71,"Lourde","2 Rue Léon Rouveyrol 07200 Aubenas","07200","07019","84","07",810576.48,6391739.96,237.7,"insuffisante",16224.3,228,"Réseau de Chauffage urbain",1351.3,"Réseau de Chauffage urbain",NA
"2207E0682406S","2022-04-01","F","appartement",NA,41.4,"Moyenne","11 Rue Montgolfier 07100 Annonay","07100","07010","84","07",831203.88,6461401.95,133.9,"insuffisante",14976.6,361,"Électricité",1118.6,"Électricité",NA
"2207E0789594I","2022-04-13","G","appartement",NA,64.5,"Légère","24 Rue Albert Seibel 07200 Aubenas","07200","07019","84","07",810073.13,6391591.78,315.6,"insuffisante",30888.4,478,"Électricité",2207.2,"Électricité",NA
"2207E0775855X","2022-04-12","E","appartement",NA,83.6,"Moyenne","123 Avenue du 8 Mai 1945 07300 Tournon-sur-Rhône","07300","07324","84","07",844507.26,6441120.79,283.1,"insuffisante",27295.2,326,"Gaz naturel",1817.9,"Gaz naturel",NA
"2207E0898151P","2022-04-26","E","maison",NA,95,"Légère","8 Grand Rue 07800 Beauchastel","07800","07027","84","07",842403.71,6415746.25,363.1,"insuffisante",27479,289.1,"Gaz naturel",1935,"Gaz naturel",NA
"2207E0802928E","2022-04-14","C","appartement",NA,92.4,"Légère","34 Avenue de l'Europe 07100 Annonay","07100","07010","84","07",831054.5,6461789.25,114.7,"très bonne",10988.5,118.9,"Gaz naturel",1080,"Gaz naturel",NA
"2207E0922463R","2022-04-26","D","appartement",NA,83.2,"Légère","48 Place du Grand Chemin 07100 Roiffieux","07100","07197","84","07",830223.19,6460072.92,132.1,"très bonne",14745.6,177.1,"Gaz naturel",1310,"Gaz naturel",NA
"2207E0849652G","2022-04-21","F","maison",NA,90.9,"Légère","164a Route de Farges 07200 Mercuer","07200","07155","84","07",806440.94,6393079.89,281.4,"moyenne",36301.6,399,"Bois – Bûches",1969.8,"Bois – Bûches",NA
"2207E0733877J","2022-04-06","C","maison",NA,120.3,"Lourde","27 Rue de la Picassonne 07340 Limony","07340","07143","84","07",837341.68,6475064.53,179.4,"très bonne",15414.9,128,"Électricité",1004.7,"Bois – Bûches",NA
"2207E0934635V","2022-05-01","D","appartement",NA,38.6,"Moyenne","11 Rue de la République 07220 Viviers","07220","07346","84","07",834213.05,6377499.51,83.5,"insuffisante",8646.7,224,"Électricité",692.5,"Électricité",NA
"2207E0775967F","2022-04-12","E","maison",NA,115.6,"Lourde","786 Route des Fonts du Pouzin 07250 Rompon","07250","07198","84","07",835823.84,6408312.4,521.2,"insuffisante",33803.5,292,"Électricité",2199.8,"Électricité",NA
"2207E0748413L","2022-04-09","C","maison",NA,81.3,"Moyenne","925 Route du Saint Joseph 07610 Sécheras","07610","07312","84","07",839624.36,6448690.95,138.7,"très bonne",14627.3,179,"Électricité",1094.7,"Électricité",NA
"2207E0745553L","2022-04-08","D","maison",NA,108,"Légère","16 Rue Georges Bizet 07500 Guilherand-Granges","07500","07102","84","07",847946.9,6428561.06,353.3,"moyenne",18463.4,170,"Gaz naturel",1489.3,"Gaz naturel",NA
"2207E0734185F","2022-04-06","D","maison",NA,121.2,"Moyenne","40 Rue Royale Basse 07210 Baix","07210","07022","84","07",839615.68,6403142.2,235,"bonne",22274.8,183,"Bois – Bûches",1371,"Bois – Bûches",NA
"2207E0862960C","2022-04-24","F","maison",NA,138.1,"Lourde","1 Place Isabeau Menet 07800 Saint-Georges-les-Bains","07800","07240","84","07",842927.88,6419525.06,517.1,"insuffisante",54545.1,395,"Électricité",3390.9,"Électricité",NA
"2207E0886972Q","2022-04-26","D","maison",NA,60,"Lourde","58 Rue Jean Jaurès 07600 Vals-les-Bains","07600","07331","84","07",808282.41,6396978.44,229.4,"insuffisante",12867.5,214,"Électricité",1042.1,"Électricité",NA
"2207E0748591H","2022-04-09","C","maison",NA,85.4,"Légère","68a Rue du Théâtre 07290 Ardoix","07290","07013","84","07",836456.48,6455697.42,188.2,"très bonne",12114.9,141,"Électricité",922.8,"Électricité",NA
"2207E0765114U","2022-04-11","D","appartement",NA,57.9,"Très lourde","979 Avenue de la République 07500 Guilherand-Granges","07500","07102","84","07",847643.62,6428106.81,177.2,"insuffisante",12800,221,"Gaz naturel",1103.8,"Gaz naturel",NA
"2207E0889702Q","2022-04-26","G","maison",NA,160,"Moyenne","46 Rue du Tango 07700 Bidon","07700","07034","84","07",822396.24,6364117.46,663.2,"insuffisante",84836.7,530,"Électricité",5953.6,"Électricité",NA
"2207E0891653R","2022-04-26","F","appartement",NA,71.1,"Très lourde","63 Boulevard Jean Mathon 07200 Aubenas","07200","07019","84","07",809937.68,6391732.05,222.7,"insuffisante",20347.6,286,"Fioul domestique",1883.9,"Fioul domestique",NA
"2207E0763358G","2022-04-11","F","appartement",NA,45,"Très lourde","381 Avenue de Provence 07500 Guilherand-Granges","07500","07102","84","07",847853.13,6427049.56,175.4,"insuffisante",14835.6,329,"Gaz naturel",935.1,"Gaz naturel",NA
"2207E0779589N","2022-04-12","E","maison",NA,93.6,"Lourde","52 Rue de la Pitie 07610 Vion","07610","07345","84","07",841948.08,6447189.83,332.9,"insuffisante",25974.2,277,"Bois – Bûches",1374.6,"Bois – Bûches",NA
"2207E0770860U","2022-04-11","C","maison",NA,190,"Lourde","230 Route de Laurac 07260 Rosières","07260","07199","84","07",800398.01,6377219.01,488.2,"bonne",29449.7,154.9,"Bois – Bûches",1500,"Bois – Bûches",NA
"2207E0819524M","2022-04-18","F","maison",NA,66.5,"Lourde","16 Rue de Provence 07430 Saint-Cyr","07430","07227","84","07",836025.03,6463090.8,369.9,"insuffisante",27642.4,415,"Bois – Bûches",1213.2,"Bois – Bûches",NA
"2207E0893027N","2022-04-26","E","appartement",NA,50,"Légère","18 Route du Saint Joseph 07340 Andance","07340","07009","84","07",841144.99,6461857.01,107.4,"insuffisante",14301.2,286,"Électricité",1072.4,"Électricité",NA
"2207E0722574Q","2022-04-06","D","maison",NA,85,"Légère","715 Chemin de Bonnelieres 07270 Empurany","07270","07085","84","07",826544.95,6436023.43,138.6,"très bonne",18122.6,213.2,"Bois – Bûches",924,"Bois – Bûches",NA
"2207E0937565N","2022-05-01","C","appartement",NA,80.4,"Lourde","160a Rue des Jardins de Tartavel 07430 Davézieux","07430","07078","84","07",833674.61,6463496.39,148.9,"très bonne",9876.7,122,"Gaz naturel",949.4,"Gaz naturel",NA
"2207E0695847R","2022-04-03","E","maison",NA,122.2,"Moyenne","70 Rue de Cizelle 07430 Saint-Cyr","07430","07227","84","07",836185.77,6463024.13,321.7,"bonne",32093.1,262,"Électricité",2289.6,"Électricité",NA
"2207E0888117R","2022-04-26","F","maison",NA,58.3,"Légère","1139 Route de Blaunac 07110 Joannas","07110","07109","84","07",798300.77,6386708.48,290.6,"insuffisante",20965.5,359,"GPL",2984.7,"GPL",NA
"2207E0702413F","2022-04-04","D","maison",NA,119.2,"Légère","4 Impasse des MÃ riers 07400 Meysse","07400","07157","84","07",837050.97,6392454.39,291.4,"bonne",18244.3,153,"Fioul domestique",1745.4,"Fioul domestique",NA
"2207E0865785T","2022-04-24","F","appartement",NA,32,"Légère","4 Rue Mallet 07400 Le Teil","07400","07319","84","07",833755.93,6384684.95,104.1,"bonne",12751.5,398,"Électricité",966.4,"Électricité",NA
"2207E0748747H","2022-04-09","A","maison",NA,138.7,"Moyenne","31 Route des Blancs 07370 Eclassan","07370","07084","84","07",838117.52,6452046.43,211.8,"très bonne",9497.6,68,"Électricité",748.7,"Électricité",NA
"2207E0772163X","2022-04-12","C","maison",NA,86.4,"Lourde","322 Route de Landes 07110 Vinezac","07110","07343","84","07",804887.19,6385735.03,223.6,"bonne",11952.3,138,"Électricité",807.1,"Bois – Bûches",NA
"2207E0810397L","2022-04-17","C","maison",NA,115,"Moyenne","90 Rue de l'École 07530 Lachamp-Raphaël","07530","07120","84","07",802125.05,6413183.48,189,"très bonne",20504.2,178,"Bois – Bûches",1044.7,"Bois – Bûches",NA
"2207E0925218Q","2022-04-28","C","appartement",NA,76.5,"Légère","2 Rue de Deume 07100 Annonay","07100","07010","84","07",831127.21,6461464.65,140.5,"très bonne",11565.4,151.2,"Gaz naturel",1099,"Gaz naturel",NA
"2207E0716585H","2022-04-05","G","maison",NA,44.3,"Lourde","37 Rue du Martel 07410 Vaudevant","07410","07335","84","07",827395.5,6446205.99,249.7,"insuffisante",29095.9,656,"Bois – Bûches",1614.2,"Bois – Bûches",NA
"2207E0702659R","2022-04-04","D","maison",NA,119.2,"Légère","4 Impasse des MÃ riers 07400 Meysse","07400","07157","84","07",837050.97,6392454.39,291.4,"bonne",18244.3,153,"Fioul domestique",1745.4,"Fioul domestique",NA
"2207E0801866I","2022-04-14","G","appartement",NA,31.1,"Légère","1 Rue Lucette Olivier 07400 Le Teil","07400","07319","84","07",833810.54,6385152.88,136.4,"insuffisante",14953.7,481,"Électricité",1117,"Électricité",NA
"2207E0759014E","2022-04-10","E","maison",NA,144,"Lourde","25 Chemin de Villedieu 07100 Annonay","07100","07010","84","07",832178.97,6462282.36,563.8,"insuffisante",45192.6,313,"Gaz naturel",3317,"Gaz naturel",NA
"2207E0748414M","2022-04-09","C","maison",NA,81.3,"Moyenne","925 Route du Saint Joseph 07610 Sécheras","07610","07312","84","07",839624.36,6448690.95,138.7,"très bonne",14627.3,179,"Électricité",1094.7,"Électricité",NA
"2207E0770415R","2022-04-11","E","appartement",NA,56.8,"Moyenne","13 Rue Montgolfier 07100 Annonay","07100","07010","84","07",831216.38,6461408.55,177.5,"bonne",18202,320,"Électricité",1339.3,"Électricité",NA
"2207E0888206C","2022-04-26","F","appartement",NA,40.7,"Moyenne","16 Avenue du Vanel 07000 Privas","07000","07186","84","07",826999.69,6405387.25,156.6,"insuffisante",16972.7,417,"Électricité",1255.2,"Électricité",NA
"2207E0826618I","2022-04-19","F","maison",NA,48.3,"Lourde","85 Rue du Procureur 07460 Saint-Paul-le-Jeune","07460","07280","84","07",791810.64,6360636.01,190.3,"insuffisante",19223.2,397.9,"Électricité",1409,"Électricité",NA
"2207E0744577X","2022-04-07","G","appartement",NA,39.5,"Légère","2 Place de la Republique 07000 Privas","07000","07186","84","07",826433.09,6405356.88,182.3,"insuffisante",19764.1,500,"Électricité",1446.1,"Électricité",NA
"2207E0748181N","2022-04-08","D","appartement",NA,126.9,"Lourde","14 Avenue de Provence 07800 Charmes-sur-Rhône","07800","07055","84","07",844855.16,6419713.62,388.1,"insuffisante",30567,240.7,"Bois – Granulés (pellets) ou briquettes",1983,"Bois – Granulés (pellets) ou briquettes",NA
"2207E0801183B","2022-04-14","D","appartement",NA,36.8,"Légère","7 Rue François Valleton 07200 Aubenas","07200","07019","84","07",810350.96,6392230.7,78,"bonne",9386.1,255,"Électricité",741.3,"Électricité",NA
"2207E0858753H","2022-04-22","G","maison",NA,160.8,"Très lourde","37 Chemin de Villedieu 07100 Annonay","07100","07010","84","07",832260.48,6462338.31,851.7,"insuffisante",58694.6,364,"Fioul domestique",5278.2,"Fioul domestique",NA
"2207E0926915X","2022-04-29","E","appartement",NA,67,"Moyenne","200 Rue André Bernard 07000 Saint-Julien-en-Saint-Alban","07000","07255","84","07",834905.19,6407739.55,148.8,"insuffisante",18326.4,273,"Électricité",1401.5,"Électricité",NA
"2207E0757187X","2022-04-10","G","maison",NA,156,"Moyenne","40 Chemin de Guilhon 07190 Saint-Genest-Lachamp","07190","07239","84","07",811837.44,6418986.44,1018.3,"insuffisante",99949.7,640.7,"Bois – Bûches",3878,"Bois – Bûches",NA
"2207E0760136I","2022-04-10","D","appartement",NA,52.5,"Légère","2 Montee du Chateau 07300 Tournon-sur-Rhône","07300","07324","84","07",844202.08,6442595.45,116.1,"bonne",11205.6,213,"Gaz naturel",1046.1,"Gaz naturel",NA
"2207E0801784E","2022-04-14","G","appartement",NA,31.9,"Légère","1 Rue Lucette Olivier 07400 Le Teil","07400","07319","84","07",833810.54,6385152.88,145.7,"insuffisante",15875.2,497,"Électricité",1180.1,"Électricité",NA
"2207E0758059L","2022-04-10","D","appartement",NA,110,"Moyenne","7 Rue César Filhol 07100 Annonay","07100","07010","84","07",831140.47,6461045.92,307.9,"bonne",20671.1,187,"Gaz naturel",1642.8,"Gaz naturel",NA
"2207E0834302W","2022-04-19","E","appartement",NA,58.5,"Légère","1 Rue Charles Lindbergh 07500 Guilherand-Granges","07500","07102","84","07",847747.31,6427937.28,203.3,"insuffisante",15079.2,257.6,"Gaz naturel",1081,"Gaz naturel",NA
"2207E0894585L","2022-04-26","E","appartement",NA,48.4,"Lourde","1 Rue Saint-Exupéry 07500 Guilherand-Granges","07500","07102","84","07",847782.28,6427764.02,154,"insuffisante",12407.8,256,"Gaz naturel",926.1,"Gaz naturel",NA
"2207E0874561H","2022-04-25","E","maison",NA,93.6,"Lourde","315 Chemin du Boudenas 07120 Chauzon","07120","07061","84","07",808478.41,6376799.92,268.7,"bonne",26461,282,"Électricité",1904.3,"Électricité",NA
"2207E0788483P","2022-04-13","G","appartement",NA,64.5,"Légère","24 Rue Albert Seibel 07200 Aubenas","07200","07019","84","07",810073.13,6391591.78,315.6,"insuffisante",30888.4,478,"Électricité",2207.2,"Électricité",NA
"2207E0926740E","2022-04-29","E","appartement",NA,76,"Légère","11 Rue des Fauvettes 07270 Lamastre","07270","07129","84","07",824212.84,6433493.18,143.7,"moyenne",21840.7,287,"Réseau de Chauffage urbain",1685.6,"Réseau de Chauffage urbain",NA
"2207E0874217B","2022-04-25","E","maison",NA,110,"Légère","420 Chemin de Monteil 07270 Le Crestet","07270","07073","84","07",826414.18,6434916.45,269.3,"bonne",31038.7,282,"Bois – Bûches",1811.9,"Bois – Bûches",NA
"2207E0831394A","2022-04-11","F","maison",NA,103,"Moyenne","21 Rue Camille Arnaud 07300 Tournon-sur-Rhône","07300","07324","84","07",844721.17,6441991.29,683.6,"insuffisante",33709.8,327.2,"Gaz naturel",2498,"Gaz naturel",NA
"2207E0684025Z","2022-04-02","E","appartement",NA,34.2,"Légère","41 Avenue Paul Langevin 07400 Le Teil","07400","07319","84","07",833983.21,6383031.52,86.1,"moyenne",10596.5,310,"Électricité",821.2,"Électricité",NA
"2207E0885663H","2022-04-25","D","maison",NA,377.1,"Moyenne","432 Route du Rieutord 07210 Saint-Vincent-de-Barrès","07210","07302","84","07",834336.96,6397200.05,800.9,"bonne",74655.8,197,"Électricité",5245.9,"Électricité",NA
"2207E0791139T","2022-04-13","E","appartement",NA,45.9,"Moyenne","14 Rue Albert Seibel 07200 Aubenas","07200","07019","84","07",810098.77,6391722.55,144.2,"moyenne",14947.2,325,"Électricité",1116.6,"Électricité",NA
"2207E0915429D","2022-04-28","B","maison",NA,90,"Moyenne","30 Chemin des Helviens 07400 Le Teil","07400","07319","84","07",832512,6384967.98,183,"moyenne",8640.2,96,"Électricité",692,"Électricité",NA
"2207E0696403B","2022-04-03","D","appartement",NA,59,"Lourde","8 Rue Ferdinand Charras 07270 Lamastre","07270","07129","84","07",824561.39,6432998.48,109.1,"insuffisante",12271.8,207,"Électricité",933.5,"Électricité",NA
"2207E0846235V","2022-04-20","E","maison",NA,115.9,"Moyenne","58 Chemin de Chazeaux 07430 Savas","07430","07310","84","07",833050.37,6466352.9,298.4,"moyenne",33134.4,286,"Électricité",2360.8,"Électricité",NA
"2207E0873925V","2022-04-25","D","appartement",NA,198.4,"Lourde","1000 Route de Nimes 07130 Soyons","07130","07316","84","07",845771.99,6421463.7,558.9,"insuffisante",45218.4,227,"Bois – Bûches",2525.6,"Bois – Bûches",NA
"2207E0784493D","2022-04-13","C","appartement",NA,30.9,"Moyenne","13 Rue des Boucheries 07100 Annonay","07100","07010","84","07",830899.19,6461548.24,38.9,"insuffisante",5987.1,194,"Électricité",517,"Électricité",NA
"2207E0722224E","2022-04-05","D","maison",NA,128,"Légère","715 Chemin de Bonnelieres 07270 Empurany","07270","07085","84","07",826544.95,6436023.43,232.5,"très bonne",24398.6,190.6,"Électricité",1640,"Électricité",NA
"2207E0835357L","2022-04-20","G","appartement",NA,40.8,"Moyenne","112 Rue Pasteur 07500 Guilherand-Granges","07500","07102","84","07",848371.04,6427768.47,162.6,"bonne",17754.3,435,"Électricité",1308.6,"Électricité",NA
"2207E0883734C","2022-04-25","E","appartement",NA,75,"Moyenne","15 Rue du Baril 07100 Annonay","07100","07010","84","07",831157.42,6461450.4,230.2,"moyenne",17203.2,229,"Gaz naturel",1400.4,"Gaz naturel",NA
"2207E0682402O","2022-04-01","E","appartement",NA,40.6,"Moyenne","11 Rue Montgolfier 07100 Annonay","07100","07010","84","07",831203.88,6461401.95,120,"insuffisante",13035.6,320,"Électricité",985.8,"Électricité",NA
"2207E0904616G","2022-04-27","A","maison",NA,151,"Moyenne","312 Route des Gorges 07700 Saint-Just-d'Ardèche","07700","07259","84","07",828392.82,6357141.01,190.7,"insuffisante",8607.8,57,"Électricité",690,"Électricité",NA
"2207E0935016M","2022-05-01","D","appartement",NA,39.7,"Moyenne","11 Rue de la République 07220 Viviers","07220","07346","84","07",834213.05,6377499.51,85.4,"insuffisante",8855.3,222,"Électricité",706.3,"Électricité",NA
"2207E0859442U","2022-04-22","F","appartement",NA,88,"Moyenne","46 Rue Ambroise Croizat 07400 Le Teil","07400","07319","84","07",834046.23,6383867.84,585.1,"insuffisante",36282.2,412,"Gaz naturel",2708.2,"Gaz naturel",NA
"2207E0885009D","2022-04-25","F","maison",NA,63,"Lourde","202 Avenue Ferdinand Janvier 07100 Annonay","07100","07010","84","07",830220.83,6464361.33,344.2,"insuffisante",22991.5,364,"GPL",3014.4,"GPL",NA
"2207E0688218G","2022-04-03","E","appartement",NA,41,"Lourde","18 Rue Champalbert 07200 Aubenas","07200","07019","84","07",810130.38,6392208.37,73.8,"insuffisante",11393.9,277,"Électricité",873.8,"Électricité",NA
"2207E0891016E","2022-04-26","D","maison",NA,190,"Légère","40 Rue du Relais 07320 Saint-Agrève","07320","07204","84","07",810191.03,6435558.02,393.4,"bonne",30733.7,161,"Fioul domestique",2403.6,"Fioul domestique",NA
"2207E0724139V","2022-04-06","F","maison",NA,144.5,"Lourde","110 Rue Claude Moulin 07380 Fabras","07380","07087","84","07",802255.01,6395394.65,617,"insuffisante",49446.5,342,"Fioul domestique",3745.6,"Fioul domestique",NA
"2207E0683704Q","2022-04-02","C","appartement",NA,82,"Légère","37 Avenue Centrale 07380 Lalevade-d'Ardèche","07380","07127","84","07",804738.01,6395634.22,106,"insuffisante",13096.6,159,"Électricité",990,"Électricité",NA
"2207E0720867Z","2022-04-05","G","maison",NA,48.8,"Lourde","610 Chemin de Villeneuve 07000 Coux","07000","07072","84","07",826183.89,6406380.38,209.6,"insuffisante",22870.3,468,"Électricité",1658.6,"Électricité",NA
"2207E0832330A","2022-04-19","G","maison",NA,95.4,"Lourde","18 Rue Frédéric Mistral 07100 Annonay","07100","07010","84","07",832069.71,6460307.18,548.9,"insuffisante",37570.8,393,"Fioul domestique",3424.4,"Fioul domestique",NA
"2207E0907254S","2022-04-27","E","appartement",NA,56.7,"Légère","130b Route de Crémolière 07300 Étables","07300","07086","84","07",836661.66,6447043.55,120.1,"moyenne",15869.2,280,"Électricité",1179.7,"Électricité",NA
"2207E0695841L","2022-04-03","D","appartement",NA,47.3,"Moyenne","3 Chemin des Pêchers 07240 Vernoux-en-Vivarais","07240","07338","84","07",830064.33,6423392.5,54.3,"insuffisante",8609.3,181,"Électricité",690.1,"Électricité",NA
"2207E0822702S","2022-04-12","G","maison",NA,90.9,"Moyenne","135 Ruelle la Chareyre 07360 Les Ollières-sur-Eyrieux","07360","07167","84","07",828466.89,6413289.97,403.9,"insuffisante",38403.7,422.3,"Électricité",2673,"Électricité",NA
"2207E0915432G","2022-04-28","B","maison",NA,90,"Moyenne","30 Chemin des Helviens 07400 Le Teil","07400","07319","84","07",832512,6384967.98,183,"moyenne",8640.2,96,"Électricité",692,"Électricité",NA
"2207E0904588E","2022-04-27","F","maison",NA,98.8,"Moyenne","16 Avenue Paul Bruas 07270 Lamastre","07270","07129","84","07",824236.98,6433302.71,516.3,"insuffisante",36430.5,368,"Fioul domestique",2631.1,"Fioul domestique",NA
"2207E0729111B","2022-04-06","D","appartement",NA,28,"Moyenne","64 Rue Jean Jaurès 07600 Vals-les-Bains","07600","07331","84","07",808289.61,6396961.01,46.1,"insuffisante",6264.1,223,"Électricité",535.3,"Électricité",NA
"2207E0873815P","2022-04-25","F","maison",NA,215,"Très lourde","11 Chemin Combe de Bouge 07200 Aubenas","07200","07019","84","07",808626.42,6392920,1070.3,"insuffisante",89011,414,"Électricité",5666.3,"Électricité",NA
"2207E0777376K","2022-04-12","B","maison",NA,112,"Légère","1 Avenue François Mitterrand 07130 Saint-Péray","07130","07281","84","07",844314.83,6427162.22,171,"très bonne",6861.7,61,"Gaz naturel",795.5,"Gaz naturel",NA
"2207E0911330M","2022-04-27","C","maison",NA,115.3,"Légère","54 Rue du Doux 07300 Tournon-sur-Rhône","07300","07324","84","07",843729.43,6442860.01,265.3,"bonne",18675.6,161,"Gaz naturel",1580.2,"Gaz naturel",NA
"2207E0699159B","2022-04-04","E","maison",NA,133,"Lourde","23 Rue Nationale 07200 Aubenas","07200","07019","84","07",810010.08,6392362.46,545.6,"insuffisante",38641.2,290,"Gaz naturel",2882,"Gaz naturel",NA
"2207E0882853F","2022-04-25","F","maison",NA,139.2,"Lourde","385 Chemin de Barjac 07440 Alboussière","07440","07007","84","07",835237.36,6428272.85,535.2,"insuffisante",42934,308,"Fioul domestique",3993,"Fioul domestique",NA
"2207E0997098G","2022-04-28","C","appartement",NA,72.7,"Légère","17 Boulevard de l’Europe 07200 Aubenas","07200","07019","84","07",809610.96,6392186.82,157.7,"très bonne",12341.6,169.7,"Réseau de Chauffage urbain",1022,"Réseau de Chauffage urbain",NA
"2207E0910915N","2022-04-27","C","appartement",NA,76.7,"Légère","10 Rue des Cordeliers 07200 Aubenas","07200","07019","84","07",810043.85,6392269.29,109.6,"insuffisante",12405.7,161.8,"Électricité",942,"Électricité",NA
"2207E0771572E","2022-04-11","E","appartement",NA,60.4,"Lourde","119 Avenue du 8 Mai 1945 07300 Tournon-sur-Rhône","07300","07324","84","07",844517.38,6441146.35,241,"insuffisante",17007.8,281,"Gaz naturel",1384.6,"Gaz naturel",NA
"2207E0717650G","2022-04-05","G","maison",NA,44.3,"Lourde","37 Rue du Martel 07410 Vaudevant","07410","07335","84","07",827395.5,6446205.99,249.7,"insuffisante",29095.9,656,"Bois – Bûches",1614.2,"Bois – Bûches",NA
"2207E0895888O","2022-04-26","E","appartement",NA,66.3,"Très lourde","627 Avenue Sadi Carnot 07500 Guilherand-Granges","07500","07102","84","07",847866.78,6427279.53,184.5,"insuffisante",20659,311,"Électricité",1507.3,"Électricité",NA
"2207E0749236C","2022-04-09","C","appartement",NA,103.7,"Moyenne","815 Chemin de Carcavelle 07800 Saint-Georges-les-Bains","07800","07240","84","07",843135.01,6420742.45,191.2,"bonne",16308.2,157,"Bois – Bûches",836.8,"Bois – Bûches",NA
"2207E0900329J","2022-04-27","F","maison",NA,128.7,"Légère","610 Route des Combes 07370 Eclassan","07370","07084","84","07",838307.67,6452014.12,404.9,"insuffisante",42847.4,333,"Bois – Bûches",1853,"Bois – Bûches",NA
"2207E0902142C","2022-04-27","F","maison",NA,74.2,"Moyenne","177 Chemin de Chapeyron 07150 Vallon-Pont-d'Arc","07150","07330","84","07",808336.67,6369286.54,469.9,"insuffisante",31008.3,417.9,"Propane",3430,"Propane",NA
"2207E0683635Z","2022-04-02","E","appartement",NA,67,"Lourde","190 Rue André Bernard 07000 Saint-Julien-en-Saint-Alban","07000","07255","84","07",834937.5,6407761.36,155.2,"insuffisante",18081.8,269,"Électricité",1331,"Électricité",NA
"2207E0898939X","2022-04-20","D","maison",NA,70,"Moyenne","15 Rue des Boucheries 07100 Annonay","07100","07010","84","07",830900.17,6461553.82,152.5,"insuffisante",14198.2,202.8,"Gaz naturel",1202,"Gaz naturel",NA
"2207E0803407P","2022-04-14","C","appartement",NA,76.4,"Lourde","3a Rue des Poulenards 07300 Tournon-sur-Rhône","07300","07324","84","07",845039.66,6441650.44,125.9,"moyenne",10154.6,132,"Gaz naturel",953.3,"Gaz naturel",NA
