"numero_dpe","date_etablissement_dpe","etiquette_dpe","type_batiment","periode_construction","surface_habitable_logement","classe_inertie_batiment","adresse_ban","code_postal_ban","code_insee_ban","code_region_ban","code_departement_ban","coordonnee_cartographique_x_ban","coordonnee_cartographique_y_ban","deperditions_enveloppe","qualite_isolation_enveloppe","conso_5_usages_ep","conso_5_usages_par_m2_ep","type_energie_n1","cout_total_5_usages","type_energie_principale_chauffage","_score"
"2107E0684619U","2021-07-07","D","appartement",NA,78.9,"Légère","1 Allée Colbert 07300 Tournon-sur-Rhône","07300","07324","84","07",844816.94,6441341.74,230.7,"insuffisante",7582.7,96.1,"Électricité",829,"Électricité",NA
"2107E0071726Z","2021-07-20","D","maison",NA,89.1,"Lourde","90 Route de Saint Cirgues de Prades 07380 Prades","07380","07182","84","07",804382.8,6394022.99,240.8,"bonne",19863.5,223,"Bois – Bûches",1671,"Électricité",NA
"2107E0110758F","2021-07-27","E","maison",NA,110,"Moyenne","209 Rue du Centre 07430 Vernosc-lès-Annonay","07430","07337","84","07",834556.29,6459131.87,376.7,"insuffisante",26286.2,238,"Fioul domestique",2563.8,"Électricité",NA
"2107E0072332H","2021-07-20","C","appartement",NA,56,"Légère","Lotissement les Agrions 07800 Beauchastel","07800","07027","84","07",842876.36,6416288.33,60.5,"très bonne",6091.7,108,"Gaz naturel",895.7,"Électricité",NA
"2107E0126635W","2021-07-31","G","maison",NA,59.3,"Lourde","Rue de lâ€™Arceau 07210 Rochessauve","07210","07194","84","07",828860.74,6399121.04,322.5,"insuffisante",32812.5,553,"Électricité",1441.2,"Électricité",NA
"2107E0131301I","2021-08-01","D","maison",NA,164,"Lourde","117 Avenue Daniel Mercier 07100 Annonay","07100","07010","84","07",832940.22,6461111.5,662.3,"insuffisante",32534.8,198,"Électricité d'origine renouvelable utilisée dans le bâtiment",2684.3,"Électricité d'origine renouvelable utilisée dans le bâtiment",NA
"2107E0130808J","2021-08-01","D","appartement",NA,79.4,"Très lourde","Bel-Air 07100 Annonay","07100","07010","84","07",829822.92,6462294.62,275.5,"insuffisante",18110.5,227,"Gaz naturel",1820.2,"Électricité",NA
"2107E0122883O","2021-07-29","F","maison",NA,78,"Moyenne","5 Rue des Amandiers 07400 Le Teil","07400","07319","84","07",832273.69,6384322.3,291.7,"moyenne",27907.6,357,"Électricité",2346.9,"Électricité",NA
"2107E0035939O","2021-07-11","D","maison",NA,182,"Légère","23 Boulevard Tariotte 07400 Le Teil","07400","07319","84","07",833320.51,6384379.58,432.9,"bonne",38518.4,211,"Électricité",3107,"Électricité",NA
"2107E0097776X","2021-07-25","F","maison",NA,45,"Moyenne","Route de Rochemaure 07400 Saint-Martin-sur-Lavezon","07400","07270","84","07",831739.9,6391964.67,173.1,"moyenne",17727.4,393,"Électricité",1604.5,"Électricité",NA
"2107E0124706R","2021-07-29","C","appartement",NA,35,"Légère","19 Place Jean Jaurès 07300 Tournon-sur-Rhône","07300","07324","84","07",844260.28,6442438.39,32.2,"très bonne",4603.3,131,"Électricité",580.4,"Électricité",NA
"2107E0063223Y","2021-07-18","F","maison",NA,71,"Légère","148 Impasse du Margellier 07340 Limony","07340","07143","84","07",837236.09,6474935.55,299.1,"moyenne",20809.2,293,"Fioul domestique",2063,"Électricité",NA
"2107E0073907W","2021-07-20","E","appartement",NA,80,"Légère","Les Eglantines I 07800 Charmes-sur-Rhône","07800","07055","84","07",845221.68,6420240.65,187,"moyenne",22079.1,275,"Électricité",1921.8,"Électricité",NA
"2107E0684871M","2021-07-06","F","maison",NA,90,"Légère","465 Chemin de Courbenaud 07410 Colombier-le-Vieux","07410","07069","84","07",834339.41,6440561.96,407.8,"insuffisante",35252.9,391.6,"Électricité",2478,"Électricité",NA
"2107E0083581Y","2021-07-21","B","maison",NA,96.8,"Légère","Route de Dorore 07340 Peaugres","07340","07172","84","07",835261.66,6468403.11,165.7,"très bonne",9573.6,98,"Électricité",995.5,"Électricité",NA
"2107E0098836R","2021-07-26","F","appartement",NA,54.6,"Moyenne","Route de Vidalon 07100 Boulieu-lès-Annonay","07100","07041","84","07",832223.41,6464026.43,164.8,"insuffisante",18511.5,339,"Électricité",1661.6,"Électricité",NA
"2107E0059038Z","2021-07-17","F","maison",NA,96.8,"Légère","22 Rue Germaine Poinso-Chapuis 07300 Plats","07300","07177","84","07",840358.96,6436111.99,352.6,"insuffisante",33961.6,350,"Fioul domestique",3266.9,"Électricité",NA
"2107E0684947K","2021-07-12","G","maison",NA,93,"Légère","23 Rue de Chapotte 07300 Tournon-sur-Rhône","07300","07324","84","07",845245.4,6442017.41,751.4,"insuffisante",19696.1,211.7,"Électricité",1644,"Électricité",NA
"2107E0019465Y","2021-07-06","E","maison",NA,73,"Lourde","Lacos Ouest 07100 Boulieu-lès-Annonay","07100","07041","84","07",830155.2,6465214.62,256.1,"insuffisante",20588.4,282,"Électricité",2181.1,"Électricité",NA
"2107E0089010T","2021-07-22","D","appartement",NA,72,"Légère","Place de la Mairie 07130 Saint-Péray","07130","07281","84","07",845199.99,6428892.8,108.4,"très bonne",13280.1,184,"Électricité",1280.1,"Électricité",NA
"2107E0042947C","2021-07-12","C","maison",NA,41.4,"Légère","Rue de la Bourgade 07400 Alba-la-Romaine","07400","07005","84","07",826891.53,6385403.36,78.9,"moyenne",6821.9,164,"Électricité",774.3,"Électricité",NA
"2107E0059586B","2021-07-18","E","maison",NA,147.3,"Lourde","12 Rue du Docteur Louis Pargoire 07200 Aubenas","07200","07019","84","07",809876.23,6392082.04,810.3,"insuffisante",47374,321,"Gaz naturel",4231.4,"Électricité",NA
"2107E0093684N","2021-07-25","G","maison",NA,42.1,"Légère","Impasse Edourad Sauvertin 07210 Chomérac","07210","07066","84","07",831375.34,6402578.12,242.2,"insuffisante",24927.9,592,"Électricité",2129.6,"Électricité",NA
"2107E0094601U","2021-07-25","G","maison",NA,117.8,"Lourde","Quartier Chalencon 07700 Bourg-Saint-Andéol","07700","07042","84","07",829571.6,6366908.89,686.9,"insuffisante",47915.3,406,"Fioul domestique",4484.5,"Électricité",NA
"2107E0124736V","2021-07-29","C","appartement",NA,35,"Légère","19 Place Jean Jaurès 07300 Tournon-sur-Rhône","07300","07324","84","07",844260.28,6442438.39,32,"très bonne",4459.7,127,"Électricité",567,"Électricité",NA
"2107E0040873I","2021-07-12","D","maison",NA,205,"Légère","315 Chemin dâ€™Avenas 07160 Saint-Jean-Roure","07160","07248","84","07",812213.78,6425867.11,528.7,"bonne",46873.3,228,"Électricité",2345.9,"Électricité",NA
"2107E0026338H","2021-07-08","D","maison",NA,NA,"Légère","Rue de lâ€™Aigas 07310 Arcens","07310","07012","84","07",805062.95,6423450.09,235.6,"bonne",24910.8,244.2,"Électricité",2128.3,"Électricité",NA
"2107E0040879O","2021-07-12","C","maison",NA,56.8,"Moyenne","195 Allée du Freyzin 07120 Ruoms","07120","07201","84","07",806624.27,6374452.24,102,"très bonne",7072.1,124,"Électricité",794.4,"Électricité",NA
"2107E0083587E","2021-07-21","B","maison",NA,96.8,"Légère","Route de Dorore 07340 Peaugres","07340","07172","84","07",835261.66,6468403.11,165.7,"très bonne",9573.6,98,"Électricité",995.5,"Électricité",NA
"2107E0057041E","2021-07-16","E","appartement",NA,29.6,"Légère","Escaliers du Chateau 07100 Annonay","07100","07010","84","07",831185.14,6461357.01,101.1,"bonne",9490.7,320,"Gaz naturel",1008.2,"Électricité",NA
"2107E0079540N","2021-07-21","D","maison",NA,100.1,"Lourde","Lotissement les Clots 07340 Andance","07340","07009","84","07",841190.74,6461364.93,276.6,"bonne",22399.1,223,"Électricité",1681.7,"Électricité",NA
"2107E0117871U","2021-07-28","D","appartement",NA,55,"Légère","2 Chemin de Lapras 07100 Annonay","07100","07010","84","07",830256.57,6463001.55,85.3,"moyenne",12579.6,228,"Électricité",1294.4,"Électricité",NA
"2107E0071651C","2021-07-20","E","maison",NA,187.5,"Lourde","Quartier Leveque 07400 Le Teil","07400","07319","84","07",832809.96,6384332.86,912.5,"insuffisante",50043.6,266,"Électricité",4643.5,"Électricité",NA
"2107E0094853M","2021-07-25","E","maison",NA,56.1,"Légère","Le Rouret 07120 Grospierres","07120","07101","84","07",801194.1,6365008.11,126.4,"bonne",14688.3,261,"Électricité",1382.8,"Électricité",NA
"2107E0083232N","2021-07-21","G","maison",NA,84.9,"Moyenne","6 Passage de lâ€™Allee 07370 Sarras","07370","07308","84","07",841580.33,6455739.44,578,"insuffisante",36133,425,"Électricité",3464.9,"Électricité",NA
"2107E0111519M","2021-07-25","D","maison",NA,105,"Moyenne","Le Bas Pranles 07360 Les Ollières-sur-Eyrieux","07360","07167","84","07",827551.65,6413079.34,238.4,"insuffisante",8101.3,77.1,"Électricité",775,"Électricité",NA
"2107E0083601S","2021-07-21","C","maison",NA,129,NA,"9 Chemin de Ponson Ponson 07200 Aubenas","07200","07019","84","07",811185.31,6391800.06,322.9,"bonne",15572.1,120.7,"Électricité",1454,"Électricité",NA
"2107E0055540L","2021-07-15","E","maison",NA,113.6,"Lourde","Chemin dâ€™Aric 07160 Le Cheylard","07160","07064","84","07",812899.25,6424401.39,232.3,"bonne",30098.8,264,"Électricité",2506.7,"Électricité",NA
"2107E0057458F","2021-07-16","E","maison",NA,50,"Légère","Rochessauve","07210","07194","84","07",828851.64,6399205.28,127.9,"bonne",15902.4,318,"Électricité",1199.4,"Électricité",NA
"2107E0069602H","2021-07-19","C","appartement",NA,46.4,"Légère","1 Rue de Rompon 07250 Le Pouzin","07250","07181","84","07",838510.19,6408392.27,44.6,"très bonne",3573.2,77,"Gaz naturel",526.3,"Électricité",NA
"2107E0052016X","2021-07-15","C","maison",NA,186.9,"Légère","420 Route de Chabaud 07270 Colombier-le-Jeune","07270","07068","84","07",834061.31,6436914.99,314,"très bonne",22214.4,118,"Électricité",1931.7,"Électricité",NA
"2107E0098987M","2021-07-26","D","maison",NA,109.3,"Légère","192 Rue du 19 Mars 1962 07350 Cruas","07350","07076","84","07",840232.53,6397055.95,424.5,"moyenne",26290.3,240,"Électricité",2596.5,"Électricité",NA
"2107E0113211O","2021-07-28","E","maison",NA,102.1,NA,"104 Rue Nationale 07120 Ruoms","07120","07201","84","07",806846.61,6373430.87,454.8,"insuffisante",22293.3,218.3,"Fioul domestique",2163,"Fioul domestique",NA
"2107E0129844H","2021-08-01","E","maison",NA,95.9,NA,"Rue du Four 07460 Saint-André-de-Cruzières","07460","07211","84","07",795459.04,6358634.71,394,"insuffisante",25667.1,267.7,"Propane",2848,"Propane",NA
"2107E0130815Q","2021-08-01","G","appartement",NA,66.5,"Très lourde","Boulevard Maréchal Lyautey 07200 Aubenas","07200","07019","84","07",810451.14,6391553.11,278.7,"insuffisante",34287.3,515,"Bois – Bûches",1576.8,"Électricité",NA
"2107E0058755C","2021-07-17","C","maison",NA,73.3,"Légère","195 Allée du Freyzin 07120 Ruoms","07120","07201","84","07",806624.27,6374452.24,119.6,"très bonne",10214.1,139,"Électricité",1047,"Électricité",NA
"2107E0114245I","2021-07-28","D","maison",NA,112.2,"Moyenne","121 Rue Michel Gautier 07340 Serrières","07340","07313","84","07",838288.86,6470209.62,479.5,"insuffisante",20915.2,186,"Électricité",1836.9,"Électricité",NA
"2107E0033138V","2021-07-10","C","maison",NA,106,"Légère","Rue du 19 Mars 1962 07400 Alba-la-Romaine","07400","07005","84","07",826494.54,6385137.24,185.6,"très bonne",17410.4,164,"Électricité",1581.4,"Électricité",NA
"2107E0011821Y","2021-07-05","E","appartement",NA,70,"Légère","1 Boulevard Tariotte 07400 Le Teil","07400","07319","84","07",833483.68,6384366.05,231.5,"insuffisante",16862.9,240,"Électricité",1711.6,"Électricité",NA
"2107E0079268B","2021-07-21","D","appartement",NA,97,"Légère","Rue Jean Mermoz 07200 Aubenas","07200","07019","84","07",810070.96,6391950.58,141.7,"insuffisante",18132.5,186,"Électricité",1634,"Électricité",NA
"2107E0093571E","2021-07-25","E","maison",NA,171.6,NA,"8 Rue des Ecoles 07150 Vallon-Pont-d'Arc","07150","07330","84","07",811107.94,6368658.72,629.5,"insuffisante",50516.7,294.3,"Électricité",4113,"Électricité",NA
"2107E0008181Y","2021-07-04","E","maison",NA,105.2,NA,"95 Chemin des Clos 07120 Balazuc","07120","07023","84","07",809451.78,6379347.93,322.3,"moyenne",28446.6,270.3,"Électricité",2523,"Électricité",NA
"2107E0066992X","2021-07-19","F","maison",NA,66.2,NA,"Hameau Marvignes 07140 Chambonas","07140","07050","84","07",788679.49,6369962.64,363.5,"insuffisante",22224.7,335.5,"Bois – Bûches",1943,"Bois – Bûches",NA
"2107E0057457E","2021-07-16","E","maison",NA,50,"Légère","Rochessauve","07210","07194","84","07",828851.64,6399205.28,127.9,"bonne",15902.4,318,"Électricité",1199.4,"Électricité",NA
"2107E0079178P","2021-07-21","E","maison",NA,52.7,NA,"45 Avenue de Vallon 07120 Ruoms","07120","07201","84","07",807103.72,6373039.95,239.7,"insuffisante",14748.8,279.6,"Électricité",1572,"Électricité",NA
"2107E0057539I","2021-07-16","C","maison",NA,90,"Légère","Rochessauve","07210","07194","84","07",828851.64,6399205.28,208,"très bonne",13360.7,148,"Électricité",1286,"Électricité",NA
"2107E0101741K","2021-07-26","E","maison",NA,65.2,"Légère","70 Impasse du Queyras 07120 Pradons","07120","07183","84","07",808286.2,6375727.8,154.1,"bonne",18823.7,288,"Électricité",1684.4,"Électricité",NA
"2107E0083719G","2021-07-22","D","maison",NA,121,"Moyenne","Le Mas Imbert 07460 Saint-Sauveur-de-Cruzières","07460","07294","84","07",801392.16,6354145.31,331.3,"bonne",24086.6,199,"Électricité",2068.2,"Électricité",NA
"2107E0016656X","2021-07-06","D","maison",NA,92,"Légère","Lotissement les Hauts de Chamieux 07100 Annonay","07100","07010","84","07",833070.74,6461038.65,230.3,"bonne",14315.2,155,"Électricité",2080.1,"Électricité",NA
"2107E0042985O","2021-07-11","E","maison",NA,168,NA,"114 Rue des Issarts 07460 Banne","07460","07024","84","07",792248.51,6362162.54,954.7,"insuffisante",50782.9,302.2,"Fioul domestique",3838,"Fioul domestique",NA
"2107E0066627W","2021-07-19","D","maison",NA,129.3,"Moyenne","390 Route de Tatevin 07270 Colombier-le-Jeune","07270","07068","84","07",837722.59,6436547.74,249.1,"très bonne",31633.1,244,"Bois – Bûches",2129.9,"Électricité",NA
"2107E0041100B","2021-07-12","E","maison",NA,38,"Lourde","Chemin de la Combe 07430 Saint-Clair","07430","07225","84","07",831963.15,6465945.61,80.2,"très bonne",10414.7,274,"Électricité",1063.1,"Électricité",NA
"2107E0026428T","2021-07-08","E","maison",NA,89,"Moyenne","625 Chemin de Roche 07370 Eclassan","07370","07084","84","07",838649.42,6453129.74,201.8,"très bonne",23727.5,266,"Électricité",2042,"Électricité",NA
"2107E0124673K","2021-07-29","C","appartement",NA,35,"Légère","19 Place Jean Jaurès 07300 Tournon-sur-Rhône","07300","07324","84","07",844260.28,6442438.39,33.9,"très bonne",4726.8,135,"Électricité",592,"Électricité",NA
"2107E0127794L","2021-07-29","D","maison",NA,231,NA,"Chemin de Beauzon 07230 Lablachère","07230","07117","84","07",795470.07,6374565.77,536.1,"bonne",45671.1,197.7,"Électricité",3301,"Électricité",NA
"2107E0029063C","2021-07-08","E","appartement",NA,73,"Légère","Hlm des Fleurs 07800 Charmes-sur-Rhône","07800","07055","84","07",845144.48,6420485.71,208.4,"bonne",20760,284,"Électricité",1825.6,"Électricité",NA
"2107E0068802N","2021-07-18","D","appartement",NA,91.4,NA,"61 Avenue Jean Jaurès 07100 Annonay","07100","07010","84","07",831023.37,6462437.54,237.3,"insuffisante",14070.3,153.9,"Gaz naturel",1576,"Gaz naturel",NA
"2107E0083585C","2021-07-21","B","maison",NA,96.8,"Légère","Route de Dorore 07340 Peaugres","07340","07172","84","07",835261.66,6468403.11,165.7,"très bonne",9573.6,98,"Électricité",995.5,"Électricité",NA
"2107E0145876X","2021-08-01","E","maison",NA,72.6,NA,"Route de Bidon 07700 Bourg-Saint-Andéol","07700","07042","84","07",829286.44,6364427.95,196.4,"bonne",22659,312.1,"Électricité",1962,"Électricité",NA
"2107E0095660N","2021-07-25","E","appartement",NA,30,"Légère","Prés de la Ville 07320 Saint-Agrève","07320","07204","84","07",810118.43,6435603.94,61.3,"insuffisante",11429,380,"Électricité",1144.6,"Électricité",NA
"2107E0052135M","2021-07-15","C","maison",NA,160,"Moyenne","70 Avenue Saint Joseph 07300 Mauves","07300","07152","84","07",844080.74,6439791.09,295.5,"bonne",21176.2,132,"Électricité",2174.9,"Électricité",NA
"2107E0057154N","2021-07-16","C","maison",NA,185,"Légère","420 Route de Chabaud 07270 Colombier-le-Jeune","07270","07068","84","07",834061.31,6436914.99,316.9,"très bonne",22353.1,120,"Électricité",1941.8,"Électricité",NA
"2107E0124703O","2021-07-29","D","appartement",NA,30,"Légère","13 Rue Ferdinand Malet 07130 Saint-Péray","07130","07281","84","07",845206.39,6428817.74,49.9,"bonne",7443.2,248,"Électricité",860,"Électricité",NA
"2107E0109557A","2021-07-27","E","maison",NA,121,NA,"105 Chemin des Vignes 07270 Saint-Basile","07270","07218","84","07",820512.7,6429378.98,464.7,"insuffisante",24143.4,199.5,"Fioul domestique",2308,"Fioul domestique",NA
"2107E0029034Z","2021-07-08","B","maison",NA,176,"Moyenne","825 Rue des Assomptionnistes 07430 Davézieux","07430","07078","84","07",833098.49,6462515.67,419.9,"bonne",16998,96,"Électricité",1551.3,"Électricité",NA
"2107E0091177C","2021-07-24","C","maison",NA,94,"Légère","145 Impasse du Poete 07170 Villeneuve-de-Berg","07170","07341","84","07",819894,6386747.98,126.9,"très bonne",14306.1,152,"Électricité",1355,"Électricité",NA
"2107E0057144D","2021-07-16","C","maison",NA,200,"Légère","420 Route de Chabaud 07270 Colombier-le-Jeune","07270","07068","84","07",834061.31,6436914.99,322.3,"très bonne",22767.8,113,"Électricité",1972,"Électricité",NA
"2107E0083759U","2021-07-22","D","maison",NA,255,NA,"11bis Route Nationale 07200 Labégude","07200","07116","84","07",808245.3,6395497.8,519.2,"bonne",34039.4,133.4,"Fioul domestique",3131,"Fioul domestique",NA
"2107E0054634P","2021-07-15","G","maison",NA,61.1,"Légère","Flossac 07000 Flaviac","07000","07090","84","07",832604.5,6407010.27,305.2,"insuffisante",30299.9,495,"Électricité",2521.3,"Électricité",NA
"2107E0046527U","2021-07-13","E","appartement",NA,48,"Légère","61 Boulevard Jean Jaurès 07400 Le Teil","07400","07319","84","07",833526.11,6384485.4,166.7,"insuffisante",11904.9,248,"Électricité",1362.8,"Électricité",NA
"2126E0090380E","2021-07-19","E","maison",NA,72.3,NA,"660 Route de Courbier 07220 Saint-Montan","07220","07279","84","07",829288.78,6371868.45,303.5,"insuffisante",19587.4,270.9,"Gaz naturel",1896,"Gaz naturel",NA
"2107E0011904D","2021-07-05","C","maison",NA,NA,"Légère","Route de Californie 07100 Annonay","07100","07010","84","07",831503.69,6461744.89,236.1,"bonne",13872,127.1,"Gaz naturel",1591.1,"Électricité",NA
"2130E0071052Y","2021-07-14","D","maison",NA,81.1,NA,"Place de Laulagnet 07600 Vallées-d'Antraigues-Asperjoc","07600","07011","84","07",806866.21,6399342.82,381.3,"insuffisante",20185.4,248.8,"Gaz naturel",2092,"Gaz naturel",NA
"2107E0027808V","2021-07-08","E","appartement",NA,78,"Légère","9 Rue des Fruitiers 07160 Le Cheylard","07160","07064","84","07",813359.18,6424894.19,203.5,"insuffisante",24371.8,312,"Électricité",2089,"Électricité",NA
"2107E0027087C","2021-07-08","D","maison",NA,254.8,"Moyenne","Le Mas de Dujau 07460 Saint-Sauveur-de-Cruzières","07460","07294","84","07",801905.13,6357680.98,589,"bonne",34477.7,135,"Électricité",3308.6,"Électricité",NA
"2107E0111477W","2021-07-25","D","maison",NA,105,"Moyenne","Le Bas Pranles 07360 Les Ollières-sur-Eyrieux","07360","07167","84","07",827551.65,6413079.34,238.4,"insuffisante",8101.3,77.1,"Électricité",775,"Électricité",NA
"2107E0029555A","2021-07-08","C","maison",NA,217,"Légère","55 Route dâ€™Aubenas 07000 Privas","07000","07186","84","07",824905.91,6404662.48,467.6,"moyenne",24341.9,112,"Fioul domestique",2378.8,"Électricité",NA
"2107E0110100X","2021-07-27","G","maison",NA,60,"Moyenne","Chemin de Marnas 07210 Rochessauve","07210","07194","84","07",828193.88,6398501.62,347.5,"insuffisante",35980.5,599,"Bois – Bûches",1507,"Électricité",NA
"2107E0012924J","2021-07-05","F","appartement",NA,NA,"Moyenne","4529 Route dâ€™Aubinas 07800 Gilhac-et-Bruzac","07800","07094","84","07",839943.51,6419670.23,179.9,"moyenne",15933.8,287.9,"Électricité",1551.5,"Électricité",NA
"2107E0075601A","2021-07-20","C","maison",NA,146,"Moyenne","69 Chemin de Clairfond 07800 Charmes-sur-Rhône","07800","07055","84","07",845294,6421002.36,214.3,"bonne",22012.5,150,"Électricité",1197.5,"Électricité",NA
"2107E0024598J","2021-07-07","E","maison",NA,150.9,NA,"Courbière 07000 Gourdon","07000","07098","84","07",814384.31,6405579.58,566.4,"insuffisante",45524.7,301.6,"Fioul domestique",3490,"Fioul domestique",NA
"2107E0019181A","2021-07-06","C","appartement",NA,51.6,"Légère","Boulevard Pasteur 07400 Le Teil","07400","07319","84","07",834000.46,6385931.69,58.9,"très bonne",8072.9,156,"Électricité",874.8,"Électricité",NA
"2107E0044072J","2021-07-12","C","appartement",NA,71.7,"Moyenne","8 Rue de Tivoli 07300 Tournon-sur-Rhône","07300","07324","84","07",843247.28,6443002.52,139.5,"insuffisante",8009,111,"Électricité",582.5,"Électricité",NA
"2107E0013764R","2021-07-05","D","maison",NA,94.1,NA,"Les Riailles 07150 Lagorce","07150","07126","84","07",811201.83,6373617.23,211.7,"bonne",18478,196.3,"Électricité",1717,"Électricité",NA
"2107E0042936R","2021-07-11","G","maison",NA,57,"Lourde","Impasse de Buisson 07360 Saint-Michel-de-Chabrillanoux","07360","07278","84","07",827737.94,6417901.52,363.7,"insuffisante",9020.4,158.2,"Électricité",846,"Électricité",NA
"2107E0069418F","2021-07-19","D","maison",NA,218.7,"Moyenne","63 Rue de la Bise 07340 Peaugres","07340","07172","84","07",835524.37,6468037.73,636,"bonne",39554.8,180,"Électricité",3179,"Électricité",NA
