"numero_dpe","date_etablissement_dpe","etiquette_dpe","type_batiment","periode_construction","surface_habitable_logement","classe_inertie_batiment","adresse_ban","code_postal_ban","code_insee_ban","code_region_ban","code_departement_ban","coordonnee_cartographique_x_ban","coordonnee_cartographique_y_ban","deperditions_enveloppe","qualite_isolation_enveloppe","conso_5_usages_ep","conso_5_usages_par_m2_ep","type_energie_n1","cout_total_5_usages","type_energie_principale_chauffage","_score"
"2326E4361763F","2023-12-16","B","maison",NA,93.5,"Légère","Allee des 4 Saisons 26600 Beaumont-Monteux","26600","26038","84","26",852439.83,6437638.22,161.6,"bonne",6957.7,74,"Électricité",581.1,"Électricité",NA
"2326E4398821N","2023-12-18","C","appartement",NA,63,"Très lourde","Rue Jean Prévost 26100 Romans-sur-Isère","26100","26281","84","26",863221.1,6440803.98,3878,"moyenne",4906.9,77,"Réseau de Chauffage urbain",393.6,"Réseau de Chauffage urbain",NA
"2326E4328393T","2023-12-13","D","appartement",NA,26.5,"Lourde","365 Route des Iles 26780 Châteauneuf-du-Rhône","26780","26085","84","26",836519.48,6378288.02,48.3,"bonne",6158.1,232,"Électricité",554.8,"Électricité",NA
"2326E4318879V","2023-12-13","C","appartement",NA,52,"Très lourde","Rue Jean Prévost 26100 Romans-sur-Isère","26100","26281","84","26",863221.1,6440803.98,5721.6,"moyenne",4093.5,78,"Réseau de Chauffage urbain",327.6,"Réseau de Chauffage urbain",NA
"2326E4267019F","2023-12-10","D","immeuble",NA,NA,"Lourde","Rue Auguste Isaac 26800 Portes-lès-Valence","26800","26252","84","26",847520.68,6420672.58,1146.8,"insuffisante",70649.4,183,"Gaz naturel",6528.2,"Gaz naturel",NA
"2326E4327976S","2023-12-13","D","appartement",NA,29.1,"Légère","365 Route des Iles 26780 Châteauneuf-du-Rhône","26780","26085","84","26",836519.48,6378288.02,47.9,"bonne",6665.8,229,"Électricité",599.7,"Électricité",NA
"2326E4147676C","2023-12-03","C","maison",NA,81.1,"Légère","Route des Poteries 26390 Hauterives","26390","26148","84","26",858460.02,6463984.44,151.4,"bonne",9634.5,118,"Gaz naturel",964.2,"Gaz naturel",NA
"2326E4389925J","2023-12-18","F","maison",NA,72.3,"Légère","79 Rue Nouvelle 26240 Saint-Uze","26240","26332","84","26",846052.93,6455495.48,297.2,"insuffisante",23556.2,325,"Fioul domestique",2164.1,"Fioul domestique",NA
"2326E4398728Y","2023-12-18","C","appartement",NA,63,"Très lourde","Rue Jean Prévost 26100 Romans-sur-Isère","26100","26281","84","26",863221.1,6440803.98,3878,"moyenne",4906.9,77,"Réseau de Chauffage urbain",393.6,"Réseau de Chauffage urbain",NA
"2326E4137867V","2023-12-01","G","maison",NA,54.6,"Moyenne","Col du Pie 26460 Bouvières","26460","26060","84","26",877469.69,6383158.31,440.1,"insuffisante",58098.4,1064,"Bois – Bûches",2153.8,"Bois – Bûches",NA
"2326E4199100Y","2023-12-06","E","appartement",NA,54,"Légère","27 Rue Neuve 26140 Saint-Rambert-d'Albon","26140","26325","84","26",842402.67,6467816.51,208.7,"insuffisante",14441.7,267,"Gaz naturel",1210.7,"Gaz naturel",NA
"2350E4332406A","2023-12-14","D","maison",NA,67,"Moyenne","Rue I et Frederic Joliot Curie 26800 Portes-lès-Valence","26800","26252","84","26",848255.79,6420840.45,161.4,"bonne",16570.5,247,"Électricité",1227.6,"Électricité",NA
"2326E4267760S","2023-12-10","D","immeuble",NA,NA,"Moyenne","Rue Auguste Isaac 26800 Portes-lès-Valence","26800","26252","84","26",847520.68,6420672.58,2350.2,"insuffisante",149099.5,163,"Gaz naturel",14161.5,"Gaz naturel",NA
"2326E4500240G","2023-12-27","F","appartement",NA,62,"Moyenne","18b Rue Diderot 26100 Romans-sur-Isère","26100","26281","84","26",861091.11,6441488.34,221.1,"insuffisante",25909.6,417,"Gaz naturel",1667.8,"Gaz naturel",NA
"2326E4398736G","2023-12-18","C","appartement",NA,73,"Très lourde","Rue Jean Prévost 26100 Romans-sur-Isère","26100","26281","84","26",863221.1,6440803.98,3878,"moyenne",5593.3,76,"Réseau de Chauffage urbain",448.8,"Réseau de Chauffage urbain",NA
"2326E4414180G","2023-12-19","D","maison",NA,122.8,"Moyenne","Lotissement la Roseraie 26800 Étoile-sur-Rhône","26800","26124","84","26",849602.27,6417492.56,432.3,"moyenne",22448.3,182,"Bois – Bûches",1336,"Bois – Bûches",NA
"2326E4150548O","2023-12-03","A","maison",NA,93.4,"Légère","Rue du Sud 26450 Puy-Saint-Martin","26450","26258","84","26",856631.72,6393807.28,141,"très bonne",4497.4,48,"Électricité",424,"Électricité",NA
"2326E4257366Y","2023-12-10","E","maison",NA,118.2,"Légère","1595b Montée du Clos 26750 Parnans","26750","26225","84","26",869010.03,6446502.02,325.8,"moyenne",33247.5,281,"Bois – Bûches",1455,"Bois – Bûches",NA
"2326E4321156K","2023-12-13","C","maison",NA,82,"Légère","Lotissement la Guillaumière 26780 Espeluche","26780","26121","84","26",844642.84,6381356.69,195.7,"moyenne",10939.9,133,"Gaz naturel",1050.2,"Gaz naturel",NA
"2326E4226087X","2023-12-07","C","appartement",NA,60,"Lourde","Rue de Gillier 26100 Romans-sur-Isère","26100","26281","84","26",861533.4,6441066.19,9049.7,"moyenne",7690.8,128,"Gaz naturel",764.1,"Gaz naturel",NA
"2326E4297294Q","2023-12-12","D","maison",NA,35,"Légère","45 Rue de l'église 26210 Moras-en-Valloire","26210","26213","84","26",856106.1,6467568.93,74.8,"très bonne",7489.4,213,"Électricité",616.2,"Électricité",NA
"2326E4399178G","2023-12-18","F","appartement",NA,69,"Moyenne","6 Avenue Saint Martin 26200 Montélimar","26200","26198","84","26",839208.51,6386236.27,254,"insuffisante",24673,357.7,"Électricité",1783,"Électricité",NA
"2326E4197117R","2023-12-06","D","immeuble",NA,NA,"Très lourde","Rue Auguste Isaac 26800 Portes-lès-Valence","26800","26252","84","26",847520.68,6420672.58,1329.5,"insuffisante",72310.8,159,"Gaz naturel",6183.8,"Gaz naturel",NA
"2326E4510058W","2023-12-26","F","maison",NA,74,"Moyenne","198 avenue de la republique 26270 Loriol-sur-Drôme","26270","26166","84","26",843331.18,6405798.55,459,"insuffisante",29130.1,393.6,"Gaz naturel",2197,"Gaz naturel",NA
"2326E4432121H","2023-12-20","C","maison",NA,127,"Légère","14 Impasse des Chazeaux 26290 Les Granges-Gontardes","26290","26145","84","26",839959.29,6369852.64,331,"bonne",19442.3,153,"Électricité",1224.1,"Bois – Bûches",NA
"2326E4193030M","2023-12-05","C","appartement",NA,67.2,"Légère","377 Avenue Victor Hugo 26000 Valence","26000","26362","84","26",848741.64,6425576.44,74.6,"insuffisante",9890.9,147,"Électricité",821.1,"Électricité",NA
"2326E4328486I","2023-12-13","C","appartement",NA,41.1,"Lourde","365 Route des Iles 26780 Châteauneuf-du-Rhône","26780","26085","84","26",836519.48,6378288.02,49.8,"bonne",6944.9,169,"Électricité",597.1,"Électricité",NA
"2326E4202542I","2023-12-06","C","appartement",NA,65.9,"Légère","332 Avenue Charles de Gaulle 26800 Portes-lès-Valence","26800","26252","84","26",847934.19,6419960.22,215.1,"bonne",10047.2,152,"Gaz naturel",991.3,"Gaz naturel",NA
"2326E4493993Z","2023-12-26","D","appartement",NA,69,"Très lourde","Rue George Sand 26100 Romans-sur-Isère","26100","26281","84","26",863110.48,6440562.54,9551.1,"insuffisante",13503.1,195,"Réseau de Chauffage urbain",1130,"Réseau de Chauffage urbain",NA
"2326E4218668O","2023-12-07","E","appartement",NA,26.7,"Très lourde","14 Grande Rue 26770 Salles-sous-Bois","26770","26335","84","26",853949.78,6374463.78,104.6,"moyenne",8738.8,327,"Bois – Granulés (pellets) ou briquettes",676.4,"Bois – Granulés (pellets) ou briquettes",NA
"2326E4236308A","2023-12-08","D","maison",NA,172,"Moyenne","24 Avenue leon aubin 26250 Livron-sur-Drôme","26250","26165","84","26",845899.56,6409895.27,373.4,"moyenne",24672.3,143,"Fioul domestique",2296.2,"Fioul domestique",NA
"2326E4376348E","2023-12-17","E","immeuble",NA,NA,"Moyenne","120 che de saint martin 26270 Loriol-sur-Drôme","26270","26166","84","26",840706.23,6408096.26,945.6,"moyenne",72121.3,188,"Fioul domestique",6695.4,"Fioul domestique",NA
"2326E4225876U","2023-12-07","C","appartement",NA,60,"Lourde","Rue de Gillier 26100 Romans-sur-Isère","26100","26281","84","26",861533.4,6441066.19,9049.7,"moyenne",7179.9,119,"Gaz naturel",729.2,"Gaz naturel",NA
"2326E4149913D","2023-12-03","A","maison",NA,93.4,"Légère","Rue du Sud 26450 Puy-Saint-Martin","26450","26258","84","26",856631.72,6393807.28,143.9,"très bonne",4568.5,48,"Électricité",428.4,"Électricité",NA
"2326E4184477N","2023-12-05","E","appartement",NA,47.1,"Très lourde","Les Flandaines 26190 Saint-Jean-en-Royans","26190","26307","84","26",880053.51,6436378.11,101.1,"très bonne",8809.4,187,"Fioul domestique",789.4,"Fioul domestique",NA
"2326E4226043F","2023-12-07","C","appartement",NA,60,"Lourde","Rue de Gillier 26100 Romans-sur-Isère","26100","26281","84","26",861533.4,6441066.19,9049.7,"moyenne",7296.9,121,"Gaz naturel",737.2,"Gaz naturel",NA
"2326E4493948G","2023-12-26","D","appartement",NA,69,"Très lourde","Rue George Sand 26100 Romans-sur-Isère","26100","26281","84","26",863110.48,6440562.54,9551.1,"insuffisante",13503.1,195,"Réseau de Chauffage urbain",1130,"Réseau de Chauffage urbain",NA
"2326E4365017J","2023-12-17","C","appartement",NA,75.9,"Lourde","16bis Avenue d'Aygu 26200 Montélimar","26200","26198","84","26",838905.78,6385490.46,140.8,"insuffisante",12917,170,"Électricité",996.7,"Électricité",NA
"2326E4328474W","2023-12-13","C","appartement",NA,41.1,"Lourde","365 Route des Iles 26780 Châteauneuf-du-Rhône","26780","26085","84","26",836519.48,6378288.02,49.4,"bonne",6925.8,168,"Électricité",594.7,"Électricité",NA
"2326E4336919R","2023-12-14","E","appartement",NA,37.6,"Lourde","Promenade de la Digue 26110 Nyons","26110","26220","84","26",870109.36,6364205.07,103.3,"moyenne",11436.5,303,"Électricité",876.6,"Électricité",NA
"2326E4155802Q","2023-12-03","C","appartement",NA,93,"Moyenne","Mail Gérard Philipe 26000 Valence","26000","26362","84","26",850880.73,6429084.41,5894.8,"moyenne",10436.5,112,"Gaz naturel",967.4,"Gaz naturel",NA
"2326E4225850U","2023-12-07","C","appartement",NA,86,"Lourde","Rue de Gillier 26100 Romans-sur-Isère","26100","26281","84","26",861533.4,6441066.19,9049.7,"moyenne",8971.9,104,"Gaz naturel",857.3,"Gaz naturel",NA
"2330E4280071J","2023-12-11","E","appartement",NA,79,"Lourde","Route des Cinq Portes 26210 Saint-Sorlin-en-Valloire","26210","26330","84","26",851776.11,6466985.86,410.4,"insuffisante",22596.5,286,"Réseau de Chauffage urbain",1793,"Réseau de Chauffage urbain",NA
"2326E4155737D","2023-12-03","C","appartement",NA,98,"Moyenne","Mail Gérard Philipe 26000 Valence","26000","26362","84","26",850880.73,6429084.41,5894.8,"moyenne",8607.4,87,"Gaz naturel",842.3,"Gaz naturel",NA
"2326E4370810E","2023-12-17","C","appartement",NA,68,"Lourde","20 Rue du Comtat 26790 Bouchet","26790","26054","84","26",849502.33,6357342.56,98.6,"très bonne",11642.9,171,"Électricité",890.5,"Électricité",NA
"2326E4418772W","2023-12-19","C","immeuble",NA,NA,"Légère","Rue Maurice Thorez 26800 Portes-lès-Valence","26800","26252","84","26",848217.23,6420587.89,1067.4,"bonne",74520.1,101,"Gaz naturel",7885.5,"Gaz naturel",NA
"2326E4348330O","2023-12-14","B","maison",NA,93.5,"Légère","Allee des 4 Saisons 26600 Beaumont-Monteux","26600","26038","84","26",852439.83,6437638.22,161.6,"bonne",6957.7,74,"Électricité",581.1,"Électricité",NA
"2326E4475447R","2023-12-25","A","maison",NA,88,"Légère","14 Allée de l'Abbaye de Maubec 26200 Montélimar","26200","26198","84","26",840407.67,6383103.26,140.9,"très bonne",6070.2,68,"Électricité",522.5,"Électricité",NA
"2326E4275124Y","2023-12-11","C","maison",NA,149.8,"Légère","Rue Parmentier 26100 Romans-sur-Isère","26100","26281","84","26",862551.69,6440964.98,244,"très bonne",22288.9,148,"Électricité",1618.9,"Électricité",NA
"2326E4426518U","2023-12-20","E","appartement",NA,73.3,"Moyenne","5 Place de la République 26000 Valence","26000","26362","84","26",849169.74,6427505.24,154.1,"moyenne",19260.3,262,"Électricité",1411.7,"Électricité",NA
"2326E4318921L","2023-12-13","C","appartement",NA,61,"Très lourde","Rue Jean Prévost 26100 Romans-sur-Isère","26100","26281","84","26",863221.1,6440803.98,5721.6,"moyenne",4701.2,77,"Réseau de Chauffage urbain",376.4,"Réseau de Chauffage urbain",NA
"2326E4264791N","2023-12-10","D","maison",NA,190,"Moyenne","255 Chemin Dupont 26350 Saint-Laurent-d'Onay","26350","26310","84","26",865729.48,6455116.54,473.4,"moyenne",41757.3,219,"Fioul domestique",3206.6,"Fioul domestique",NA
"2326E4431914I","2023-12-20","C","maison",NA,63,"Légère","27 Rue Charles Doucet 26800 Portes-lès-Valence","26800","26252","84","26",848037.22,6421690.72,147.3,"bonne",9509.3,151,"Gaz naturel",951.1,"Gaz naturel",NA
"2326E4195716U","2023-12-05","D","immeuble",NA,NA,"Lourde","7 Rue Jules Ferry 26800 Portes-lès-Valence","26800","26252","84","26",848026.25,6420958.2,1167,"insuffisante",74114.9,193,"Gaz naturel",6783.7,"Gaz naturel",NA
"2326E4152749F","2023-12-03","E","maison",NA,99.3,"Moyenne","1606 Montée des Fauries 26260 Saint-Donat-sur-l'Herbasse","26260","26301","84","26",856090.18,6451679.74,245.9,"bonne",25413.2,255,"Électricité",1645.3,"Électricité",NA
"2326E4225806C","2023-12-07","C","appartement",NA,65,"Lourde","Rue de Gillier 26100 Romans-sur-Isère","26100","26281","84","26",861533.4,6441066.19,9049.7,"moyenne",9078.2,139,"Gaz naturel",859.7,"Gaz naturel",NA
"2326E4155806U","2023-12-03","C","appartement",NA,66,"Moyenne","Mail Gérard Philipe 26000 Valence","26000","26362","84","26",850880.73,6429084.41,5894.8,"moyenne",6311.4,95,"Gaz naturel",676.6,"Gaz naturel",NA
"2326E4209307N","2023-12-06","E","appartement",NA,61.4,"Moyenne","21 Rue Emile Gay 26260 Saint-Donat-sur-l'Herbasse","26260","26301","84","26",856138.17,6448981.42,130.4,"insuffisante",16317.2,265,"Électricité",1210.3,"Électricité",NA
"2326E4344248O","2023-12-14","B","appartement",NA,128.4,"Légère","Rue Saunière 26000 Valence","26000","26362","84","26",849124.04,6427541.81,211.6,"insuffisante",11797.9,91,"Gaz naturel",1071.3,"Électricité",NA
"2326E4318907X","2023-12-13","C","appartement",NA,75,"Très lourde","Rue Jean Prévost 26100 Romans-sur-Isère","26100","26281","84","26",863221.1,6440803.98,5721.6,"moyenne",5646.5,75,"Réseau de Chauffage urbain",452.2,"Réseau de Chauffage urbain",NA
"2326E4226080Q","2023-12-07","C","appartement",NA,86,"Lourde","Rue de Gillier 26100 Romans-sur-Isère","26100","26281","84","26",861533.4,6441066.19,9049.7,"moyenne",10009.4,116,"Gaz naturel",928,"Gaz naturel",NA
"2326E4364361D","2023-12-17","F","appartement",NA,54,"Très lourde","Impasse Francis Poulenc 26100 Romans-sur-Isère","26100","26281","84","26",863601.89,6440849.77,4827.4,"insuffisante",19041.6,352,"Gaz naturel",1549.7,"Gaz naturel",NA
"2326E4398739J","2023-12-18","C","appartement",NA,73,"Très lourde","Rue Jean Prévost 26100 Romans-sur-Isère","26100","26281","84","26",863221.1,6440803.98,3878,"moyenne",5593.3,76,"Réseau de Chauffage urbain",448.8,"Réseau de Chauffage urbain",NA
"2326E4366923R","2023-12-17","C","appartement",NA,37.2,"Légère","Allee du platane 26250 Livron-sur-Drôme","26250","26165","84","26",847480.61,6413587.7,47,"très bonne",5325.5,143,"Électricité",474.7,"Électricité",NA
"2326E4415202O","2023-12-19","E","appartement",NA,54,"Très lourde","Impasse des Charmilles 26100 Romans-sur-Isère","26100","26281","84","26",862068.42,6441587.63,4286.6,"insuffisante",14886.2,275,"Gaz naturel",1246.1,"Gaz naturel",NA
"2326E4445713B","2023-12-21","D","appartement",NA,81,"Légère","Place de l'Alambic 26750 Génissieux","26750","26139","84","26",864060.55,6444896.96,149.7,"très bonne",18567,229,"Électricité",1364.2,"Électricité",NA
"2326E4448079B","2023-12-21","F","appartement",NA,73.8,"Très lourde","68 Promenade de la Digue 26110 Nyons","26110","26220","84","26",870633.67,6364538.33,354.9,"insuffisante",27212,368,"Électricité",1955.7,"Électricité",NA
"2307E4478964F","2023-12-25","D","appartement",NA,31.2,"Légère","Chemin de la Tuiliere 26160 Puygiron","26160","26257","84","26",846307.97,6384523.69,61.7,"très bonne",7730.5,247,"Électricité",632.1,"Électricité",NA
"2326E4155833V","2023-12-03","C","appartement",NA,87,"Moyenne","Mail Gérard Philipe 26000 Valence","26000","26362","84","26",850880.73,6429084.41,5894.8,"moyenne",11582,133,"Gaz naturel",1045.1,"Gaz naturel",NA
"2326E4247727F","2023-12-10","C","appartement",NA,86,"Moyenne","1 Rue Paul Jacques Bonzon 26200 Montélimar","26200","26198","84","26",837599.96,6385026.34,1458.8,"insuffisante",11335.5,131,"Gaz naturel",1038,"Gaz naturel",NA
"2326E4155773N","2023-12-03","C","appartement",NA,67,"Moyenne","Mail Gérard Philipe 26000 Valence","26000","26362","84","26",850880.73,6429084.41,5894.8,"moyenne",6366.4,95,"Gaz naturel",680.6,"Gaz naturel",NA
"2326E4225989D","2023-12-07","C","appartement",NA,60,"Lourde","Rue de Gillier 26100 Romans-sur-Isère","26100","26281","84","26",861533.4,6441066.19,9049.7,"moyenne",7296.9,121,"Gaz naturel",737.2,"Gaz naturel",NA
"2326E4335205T","2023-12-14","F","maison",NA,156.6,"Très lourde","46 Chemin du Peyron 26790 Tulette","26790","26357","84","26",853423.63,6355715.05,848.1,"insuffisante",54330,346,"Fioul domestique",4915.5,"Fioul domestique",NA
"2326E4364340I","2023-12-17","F","appartement",NA,80,"Très lourde","Impasse Francis Poulenc 26100 Romans-sur-Isère","26100","26281","84","26",863601.89,6440849.77,4827.4,"insuffisante",27678.7,345,"Gaz naturel",2150.6,"Gaz naturel",NA
"2326E4155699R","2023-12-03","C","appartement",NA,34,"Moyenne","Mail Gérard Philipe 26000 Valence","26000","26362","84","26",850880.73,6429084.41,5894.8,"moyenne",4406.2,129,"Gaz naturel",495,"Gaz naturel",NA
"2326E4166312W","2023-12-04","E","appartement",NA,57.8,"Légère","Route Nationale 7 26740 Les Tourrettes","26740","26353","84","26",842001.3,6397797.79,120,"moyenne",15492.1,268,"Électricité",1153.9,"Électricité",NA
"2326E4364320O","2023-12-17","E","appartement",NA,80,"Très lourde","Impasse Francis Poulenc 26100 Romans-sur-Isère","26100","26281","84","26",863601.89,6440849.77,4827.4,"insuffisante",20473.1,255,"Gaz naturel",1669.5,"Gaz naturel",NA
"2326E4364311F","2023-12-17","E","immeuble",NA,NA,"Très lourde","Impasse Francis Poulenc 26100 Romans-sur-Isère","26100","26281","84","26",863601.89,6440849.77,4827.4,"insuffisante",339422.5,322,"Gaz naturel",27746.8,"Gaz naturel",NA
"2326E4485715P","2023-12-26","D","appartement",NA,52.7,"Légère","Place Marx Dormoy 26200 Montélimar","26200","26198","84","26",838971.14,6385523.79,99.3,"bonne",9573.7,181,"Gaz naturel",909.4,"Gaz naturel",NA
"2326E4493987T","2023-12-26","D","appartement",NA,58,"Très lourde","Rue George Sand 26100 Romans-sur-Isère","26100","26281","84","26",863110.48,6440562.54,9551.1,"insuffisante",11509.1,198,"Réseau de Chauffage urbain",967.6,"Réseau de Chauffage urbain",NA
"2326E4318948M","2023-12-13","C","appartement",NA,67,"Très lourde","Rue Jean Prévost 26100 Romans-sur-Isère","26100","26281","84","26",863221.1,6440803.98,5721.6,"moyenne",5106.3,76,"Réseau de Chauffage urbain",408.9,"Réseau de Chauffage urbain",NA
"2326E4361230S","2023-12-16","C","appartement",NA,20.1,"Légère","1 Rue Marius Villard 26000 Valence","26000","26362","84","26",849877.03,6427629.21,26.7,"très bonne",4396.5,218,"Électricité",417.9,"Électricité",NA
"2326E4493990W","2023-12-26","D","appartement",NA,69,"Très lourde","Rue George Sand 26100 Romans-sur-Isère","26100","26281","84","26",863110.48,6440562.54,9551.1,"insuffisante",13503.1,195,"Réseau de Chauffage urbain",1130,"Réseau de Chauffage urbain",NA
"2326E4253102Y","2023-12-10","C","maison",NA,182,"Légère","410 Rue des Condamines 26790 Tulette","26790","26357","84","26",853644.83,6355817.01,471.1,"moyenne",21220.1,116,"Électricité",1545.7,"Électricité",NA
"2326E4432180O","2023-12-20","C","maison",NA,91.7,"Légère","27 Rue Charles Doucet 26800 Portes-lès-Valence","26800","26252","84","26",848037.22,6421690.72,208.7,"bonne",12683.8,138,"Gaz naturel",1167.3,"Gaz naturel",NA
"2326E4415183V","2023-12-19","D","appartement",NA,30,"Très lourde","Impasse des Charmilles 26100 Romans-sur-Isère","26100","26281","84","26",862068.42,6441587.63,4286.6,"insuffisante",7372.9,245,"Gaz naturel",733.4,"Gaz naturel",NA
"2326E4199746U","2023-12-06","G","maison",NA,133.7,"Lourde","Rue de la Vallée 26240 Saint-Uze","26240","26332","84","26",845521.77,6455378.12,711.8,"insuffisante",56184.4,420,"Fioul domestique",5054.9,"Fioul domestique",NA
"2326E4344850S","2023-12-14","G","maison",NA,198,"Lourde","r des moulins 26270 Loriol-sur-Drôme","26270","26166","84","26",843788.82,6407268.07,1053.4,"insuffisante",102748.8,518,"Électricité",7198.8,"Électricité",NA
"2326E4322510M","2023-12-13","F","appartement",NA,48.8,"Très lourde","21 Avenue Paul Laurens 26110 Nyons","26110","26220","84","26",870200.85,6364651.85,200.7,"insuffisante",18736.2,384,"Électricité",1375.8,"Électricité",NA
"2326E4335121N","2023-12-14","D","maison",NA,150,"Lourde","32 Rue Ninon Vallin 26530 Le Grand-Serre","26530","26143","84","26",865045.83,6465602.31,255.6,"bonne",27509.9,183,"Gaz naturel",2158.7,"Gaz naturel",NA
"2326E4398816I","2023-12-18","C","appartement",NA,61,"Très lourde","Rue Jean Prévost 26100 Romans-sur-Isère","26100","26281","84","26",863221.1,6440803.98,3878,"moyenne",4769.7,78,"Réseau de Chauffage urbain",382.6,"Réseau de Chauffage urbain",NA
"2386E4456915F","2023-12-21","D","maison",NA,70.2,"Légère","10 Place Charly Chaplin 26800 Portes-lès-Valence","26800","26252","84","26",848441.74,6420526.01,183.2,"bonne",12022.7,171,"Gaz naturel",1140.6,"Gaz naturel",NA
"2326E4226341R","2023-12-07","C","appartement",NA,83,"Lourde","Rue de Gillier 26100 Romans-sur-Isère","26100","26281","84","26",861533.4,6441066.19,9049.7,"moyenne",11628,140,"Gaz naturel",1037.6,"Gaz naturel",NA
"2326E4398520Y","2023-12-18","E","maison",NA,63,"Lourde","6 Rue de l eglise 26400 Beaufort-sur-Gervanne","26400","26035","84","26",869530.65,6410889.25,175.4,"insuffisante",19446.1,308,"Électricité",1424.4,"Électricité",NA
"2326E4415235V","2023-12-19","D","appartement",NA,67,"Très lourde","Impasse des Charmilles 26100 Romans-sur-Isère","26100","26281","84","26",862068.42,6441587.63,4286.6,"insuffisante",14197.7,211,"Gaz naturel",1204.4,"Gaz naturel",NA
"2326E4318865H","2023-12-13","C","appartement",NA,73,"Très lourde","Rue Jean Prévost 26100 Romans-sur-Isère","26100","26281","84","26",863221.1,6440803.98,5721.6,"moyenne",5511.5,75,"Réseau de Chauffage urbain",441.4,"Réseau de Chauffage urbain",NA
"2326E4430338S","2023-12-20","E","maison",NA,68,"Légère","25 Rue de la Fontaine 26230 Réauville","26230","26261","84","26",846801.73,6373411.71,188.2,"moyenne",19437,285,"Électricité",1423.7,"Électricité",NA
"2326E4255134C","2023-12-10","D","appartement",NA,71.2,"Légère","13 Avenue de Mechernich 26110 Nyons","26110","26220","84","26",869506.92,6364097.57,236.8,"moyenne",15632.7,219,"Gaz naturel",1310.7,"Gaz naturel",NA
"2326E4318911B","2023-12-13","C","appartement",NA,73,"Très lourde","Rue Jean Prévost 26100 Romans-sur-Isère","26100","26281","84","26",863221.1,6440803.98,5721.6,"moyenne",5511.5,75,"Réseau de Chauffage urbain",441.4,"Réseau de Chauffage urbain",NA
"2326E4144434K","2023-12-03","C","maison",NA,90.6,"Légère","Rue Victor Hugo 26140 Anneyron","26140","26010","84","26",848051.27,6465737.75,196,"moyenne",11940.9,131,"Gaz naturel",1136.5,"Gaz naturel",NA
"2326E4409454M","2023-12-19","G","maison",NA,195.8,"Très lourde","65 Grande Rue 26700 Pierrelatte","26700","26235","84","26",835107.5,6365761.55,1238.9,"insuffisante",101058.6,516,"Gaz naturel",6478,"Gaz naturel",NA
"2326E4415228O","2023-12-19","E","appartement",NA,54,"Très lourde","Impasse des Charmilles 26100 Romans-sur-Isère","26100","26281","84","26",862068.42,6441587.63,4286.6,"insuffisante",14886.2,275,"Gaz naturel",1246.1,"Gaz naturel",NA
"2326E4318942G","2023-12-13","C","appartement",NA,67,"Très lourde","Rue Jean Prévost 26100 Romans-sur-Isère","26100","26281","84","26",863221.1,6440803.98,5721.6,"moyenne",5106.3,76,"Réseau de Chauffage urbain",408.9,"Réseau de Chauffage urbain",NA
"2326E4193591B","2023-12-05","D","maison",NA,111.4,"Légère","4 Rue des Verveines 26540 Mours-Saint-Eusèbe","26540","26218","84","26",861710.12,6443245.03,262.1,"très bonne",22173.9,199,"Gaz naturel",1564.8,"Gaz naturel",NA
"2326E4402872I","2023-12-18","C","appartement",NA,128.4,"Légère","Rue Saunière 26000 Valence","26000","26362","84","26",849124.04,6427541.81,211.6,"insuffisante",11180.9,87,"Gaz naturel",1099.1,"Gaz naturel",NA
"2326E4169477P","2023-12-04","D","appartement",NA,82.6,"Lourde","67 Route de Saint Paul 26200 Montélimar","26200","26198","84","26",838994.23,6384066.22,233.8,"insuffisante",15902.1,192,"Gaz naturel",1390,"Gaz naturel",NA
"2326E4161948A","2023-12-04","C","maison",NA,106,"Moyenne","1 Allee Pierre Barthelemy Sautayra 26200 Montélimar","26200","26198","84","26",839113.85,6385350.85,283.7,"bonne",16722.4,157,"Gaz naturel",1448.7,"Gaz naturel",NA
"2326E4226159R","2023-12-07","C","appartement",NA,40,"Lourde","Rue de Gillier 26100 Romans-sur-Isère","26100","26281","84","26",861533.4,6441066.19,9049.7,"moyenne",5355.8,133,"Gaz naturel",600.6,"Gaz naturel",NA
"2326E4155766G","2023-12-03","C","appartement",NA,76,"Moyenne","Mail Gérard Philipe 26000 Valence","26000","26362","84","26",850880.73,6429084.41,5894.8,"moyenne",9217.9,121,"Gaz naturel",879.4,"Gaz naturel",NA
"2326E4493998E","2023-12-26","D","appartement",NA,58,"Très lourde","Rue George Sand 26100 Romans-sur-Isère","26100","26281","84","26",863110.48,6440562.54,9551.1,"insuffisante",11509.1,198,"Réseau de Chauffage urbain",967.6,"Réseau de Chauffage urbain",NA
"2350E4501446O","2023-12-27","B","maison",NA,83,"Moyenne","Place Jacques Prévert 26800 Portes-lès-Valence","26800","26252","84","26",848315.06,6420580.66,198.1,"bonne",7752.8,93,"Électricité",633.6,"Électricité",NA
"2326E4428443V","2023-12-20","D","appartement",NA,65.1,"Moyenne","58 Rue Guillaume 26100 Romans-sur-Isère","26100","26281","84","26",861390.49,6440804.06,166.1,"insuffisante",12700.4,195,"Gaz naturel",825.6,"Gaz naturel",NA
"2326E4222621P","2023-12-07","C","appartement",NA,27.4,"Lourde","Rue Celestin Poncet 26000 Valence","26000","26362","84","26",849222.1,6427220.42,22.7,"très bonne",4285.2,156,"Électricité",422.9,"Électricité",NA
