"numero_dpe","date_etablissement_dpe","etiquette_dpe","type_batiment","periode_construction","surface_habitable_logement","classe_inertie_batiment","adresse_ban","code_postal_ban","code_insee_ban","code_region_ban","code_departement_ban","coordonnee_cartographique_x_ban","coordonnee_cartographique_y_ban","deperditions_enveloppe","qualite_isolation_enveloppe","conso_5_usages_ep","conso_5_usages_par_m2_ep","type_energie_n1","cout_total_5_usages","type_energie_principale_chauffage","_score"
"2415E1432184S","2024-04-19","D","appartement",NA,29,"Lourde","3 Avenue des Orgues 15100 Saint-Flour","15100","15187","84","15",706910.41,6437021.42,41.6,"insuffisante",7211.5,248,"GPL",829.2,"GPL",NA
"2415E1310641Z","2024-04-10","D","appartement",NA,71.1,"Légère","2 Avenue Fernand Talandier 15200 Mauriac","15200","15120","84","15",647830.63,6457950.64,85.2,"moyenne",13518.5,190,"Électricité",1033.8,"Électricité",NA
"2415E1285395Z","2024-04-09","D","appartement",NA,107,"Légère","19 Rue du 19 Mars 1962 15200 Mauriac","15200","15120","84","15",648084.95,6457286.01,152.8,"bonne",21565.7,201,"Électricité",1548.2,"Électricité",NA
"2415E1335725T","2024-04-12","F","maison",NA,47,"Légère","24 Route de Bort 15190 Condat","15190","15054","84","15",680591.41,6471255.68,152.1,"bonne",18677.3,397,"Bois – Bûches",1137,"Bois – Bûches",NA
"2415E1468931B","2024-04-22","E","appartement",NA,53,"Légère","11 Rue Alexandre Pinard 15000 Aurillac","15000","15014","84","15",656120.18,6425399.82,102.1,"très bonne",13368,252,"Électricité",1008.5,"Électricité",NA
"2415E1503663X","2024-04-24","E","appartement",NA,22,"Légère","7 Rue Victor Hugo 15000 Aurillac","15000","15014","84","15",656230.83,6425706.71,43.1,"bonne",6880.4,312,"Électricité",576,"Électricité",NA
"2415E1256696E","2024-04-07","E","appartement",NA,74,"Moyenne","13 Rue du Sabotier 15220 Roannes-Saint-Mary","15220","15163","84","15",651772.64,6417630.72,156.8,"très bonne",23483.8,317,"Électricité",1608.4,"Électricité",NA
"2415E1491514Q","2024-04-24","E","maison",NA,46.5,"Moyenne","5 Buzange 15350 Saint-Pierre","15350","15206","84","15",652803.05,6476233.95,134.7,"bonne",12384,266,"Bois – Granulés (pellets) ou briquettes",915.4,"Bois – Granulés (pellets) ou briquettes",NA
"2415E1487339B","2024-04-23","D","appartement",NA,61,"Légère","35 Rue Arsène Vermenouze 15000 Aurillac","15000","15014","84","15",656065.19,6425838.05,133.7,"bonne",13836.5,226,"Gaz naturel",1178.6,"Gaz naturel",NA
"2415E1284217R","2024-04-09","G","maison",NA,86.6,"Moyenne","7 Rue des Écoles 15310 Saint-Cernin","15310","15175","84","15",654602.77,6439835.89,461.1,"insuffisante",46863.2,541,"Électricité",3328.5,"Électricité",NA
"2415E1572519F","2024-04-29","F","maison",NA,93,"Lourde","38 Rue Emmanuel Chabrier 15000 Aurillac","15000","15014","84","15",655172.29,6423270.58,262.9,"insuffisante",32461.4,349,"Électricité",2314.8,"Électricité",NA
"2415E1296014K","2024-04-09","G","immeuble",NA,NA,"Légère","29 Rue de Parieu 15000 Aurillac","15000","15014","84","15",654956.92,6424793.8,944.8,"insuffisante",109836.9,624.8,"Gaz naturel",7996,"Gaz naturel",NA
"2415E1554165H","2024-04-28","E","immeuble",NA,NA,"Lourde","20bis Avenue des Pupilles de la Nation 15000 Aurillac","15000","15014","84","15",655803.2,6424907.25,164.1,"insuffisante",21281,322,"Électricité",1648.2,"Électricité",NA
"2415E1700096A","2024-04-29","F","maison",NA,103.5,"Moyenne","2 La Grangeoune 15400 Valette","15400","15246","84","15",668585.96,6463118.12,414.5,"insuffisante",41699.7,402.8,"Fioul domestique",3549,"Fioul domestique",NA
"2415E1280536C","2024-04-08","G","maison",NA,44.4,"Moyenne","94 Rue de l'Egalite 15000 Aurillac","15000","15014","84","15",655769.4,6426271.2,313.9,"insuffisante",37343.4,841,"Électricité",2652,"Électricité",NA
"2415E1448895L","2024-04-21","D","appartement",NA,36,"Légère","47 Rue de l'Egalite 15000 Aurillac","15000","15014","84","15",655867.56,6426095.68,55.2,"bonne",9201.3,255.5,"Électricité",729,"Électricité",NA
"2415E1447821D","2024-04-21","E","maison",NA,80,"Légère","2 Rue du Pre de l'Ecole 15200 Mauriac","15200","15120","84","15",647294.32,6457632.42,185,"bonne",26396.6,329,"Électricité",1874.5,"Électricité",NA
"2415E1316052C","2024-04-10","C","appartement",NA,79.8,"Légère","26 Rue Pierre Marty 15000 Aurillac","15000","15014","84","15",656296.57,6424977.85,113.3,"insuffisante",10607.4,132,"Gaz naturel",1039.2,"Gaz naturel",NA
"2415E1451745B","2024-04-21","E","appartement",NA,74.4,"Très lourde","30c Avenue du Général Milhaud 15130 Arpajon-sur-Cère","15130","15012","84","15",657121.53,6422700.73,192.4,"bonne",24323.7,326,"Électricité",1758.1,"Électricité",NA
"2415E1358574O","2024-04-15","E","maison",NA,158,"Moyenne","8 Rue du Danemark 15000 Aurillac","15000","15014","84","15",655882.53,6426281.73,590.8,"insuffisante",44190.7,279,"Gaz naturel",3212.4,"Gaz naturel",NA
"2415E1220970C","2024-04-03","F","maison",NA,109,"Moyenne","18 Rue Joseph Cabanes 15000 Aurillac","15000","15014","84","15",655254.5,6424782.65,504.6,"insuffisante",44712.1,410,"Gaz naturel",2804,"Gaz naturel",NA
"2415E1692374A","2024-04-25","E","maison",NA,73,"Moyenne","4 Largères 15350 Champagnac","15350","15037","84","15",655996.66,6474022.75,201,"insuffisante",18530.3,253.8,"Bois – Granulés (pellets) ou briquettes",1265,"Bois – Granulés (pellets) ou briquettes",NA
"2415E1280519L","2024-04-08","E","maison",NA,110,"Légère","6 Rue du Planol 15230 Pierrefort","15230","15152","84","15",687199.99,6424720.55,275.7,"bonne",40200.8,365.4,"Électricité",2850,"Électricité",NA
"2415E1447209P","2024-04-21","E","maison",NA,80,"Légère","7 Rue du Pre de l'Ecole 15200 Mauriac","15200","15120","84","15",647224.91,6457603.25,181.7,"bonne",25986,324,"Électricité",1846.6,"Électricité",NA
"2415E1333091L","2024-04-11","D","maison",NA,85,"Légère","11 Rue des Aulnes 15250 Saint-Paul-des-Landes","15250","15204","84","15",646164.91,6427476.4,194.4,"bonne",14836.2,174,"Gaz naturel",1314.1,"Gaz naturel",NA
"2415E1189429Z","2024-04-02","C","appartement",NA,102,"Légère","10 Rue des Forges 15310 Freix-Anglards","15310","15072","84","15",651752.17,6435880.05,120.5,"très bonne",17100.7,167,"Électricité",1263.9,"Électricité",NA
"2415E1214208A","2024-04-02","F","maison",NA,115,"Légère","3 le Vigier 15150 Siran","15150","15228","84","15",629466.76,6427820.17,364.4,"insuffisante",43627.5,379,"Électricité",2813,"Électricité",NA
"2415E1497783T","2024-04-24","D","appartement",NA,54.7,"Légère","28 Rue Henri Delmont 15000 Aurillac","15000","15014","84","15",656671.37,6426346.83,87.6,"bonne",11732.1,214,"Gaz naturel",1089.4,"Gaz naturel",NA
"2415E1332395R","2024-04-11","D","maison",NA,113,"Lourde","20 Cite du Buron 15250 Jussac","15250","15083","84","15",654471.34,6433266.9,443.4,"insuffisante",24252.7,214,"Électricité",1753.2,"Électricité",NA
"2415E1183344Y","2024-04-01","E","maison",NA,135,"Légère","4 Route de Cantagrel 15250 Naucelles","15250","15140","84","15",653728.17,6428775.66,316.5,"bonne",27671.4,204.9,"Fioul domestique",2578,"Fioul domestique",NA
"2415E1448658I","2024-04-21","D","appartement",NA,85,"Légère","47 Rue de l'Egalite 15000 Aurillac","15000","15014","84","15",655867.56,6426095.68,190.5,"insuffisante",14032,165,"Gaz naturel",1233,"Gaz naturel",NA
"2415E1426332Q","2024-04-18","G","appartement",NA,16,"Lourde","6 Rue du Barry 15300 Murat","15300","15138","84","15",689395.48,6445643.55,72.7,"insuffisante",11655.2,728,"Électricité",891.4,"Électricité",NA
"2415E1292424I","2024-04-09","G","maison",NA,86,"Moyenne","2 Rue du Donjon 15500 Massiac","15500","15119","84","15",715752.5,6461401.15,381.2,"insuffisante",45531.8,529,"Électricité",3153.7,"Électricité",NA
"2415E1448406Q","2024-04-21","E","maison",NA,80,"Légère","3 Rue du Pre de l'Ecole 15200 Mauriac","15200","15120","84","15",647266.65,6457619.22,193.7,"bonne",26048.6,325,"Électricité",1872.3,"Électricité",NA
"2415E1500618U","2024-04-24","G","maison",NA,95,"Légère","2 Rue du Forgeron 15230 Lacapelle-Barrès","15230","15086","84","15",678107.31,6425995.49,425.5,"insuffisante",70008.7,736,"Électricité",4364,"Électricité",NA
"2415E1447090A","2024-04-21","D","appartement",NA,27.9,"Légère","15 Rue du Stade 15130 Sansac-de-Marmiesse","15130","15221","84","15",648425.87,6420889.39,66,"moyenne",6736.4,241,"Électricité",568,"Électricité",NA
"2415E1291314Q","2024-04-09","E","appartement",NA,20,"Légère","28 Boulevard Monthyon 15200 Mauriac","15200","15120","84","15",647451.6,6457805.68,35.2,"très bonne",6203.4,310,"Électricité",538.3,"Électricité",NA
"2415E1540728M","2024-04-28","F","appartement",NA,67.9,"Légère","63 Avenue de la République 15000 Aurillac","15000","15014","84","15",655708.23,6425246.8,180.3,"insuffisante",26180.1,385,"Électricité",1885,"Électricité",NA
"2415E1404687D","2024-04-17","F","maison",NA,87.4,"Lourde","1 Rue Michel Buche 15100 Saint-Flour","15100","15187","84","15",706195.47,6438141.52,341.3,"insuffisante",32426.8,371,"Fioul domestique",2947.1,"Fioul domestique",NA
"2415E1290731F","2024-04-09","E","appartement",NA,17,"Légère","28 Boulevard Monthyon 15200 Mauriac","15200","15120","84","15",647451.6,6457805.68,33.3,"très bonne",5899.7,347,"Électricité",517.2,"Électricité",NA
"2415E1323562Y","2024-04-08","E","appartement",NA,55,"Légère","18 Avenue Charles Périé 15200 Mauriac","15200","15120","84","15",647911.11,6458047.69,122.8,"insuffisante",16842.2,306,"Électricité",1246,"Électricité",NA
"2415E1263489L","2024-04-07","G","appartement",NA,150,"Moyenne","1 Avenue Jean-baptiste Veyre 15000 Aurillac","15000","15014","84","15",656646.52,6425995.92,752.4,"insuffisante",114988.5,766,"Bois – Bûches",3987.7,"Bois – Bûches",NA
"2415E1315207P","2024-04-10","G","immeuble",NA,NA,"Moyenne","2 Rue du Perigord 15000 Aurillac","15000","15014","84","15",656362.01,6425870.95,223.9,"insuffisante",35180.9,538.5,"Électricité",2689,"Électricité",NA
"2415E1278717D","2024-04-08","D","appartement",NA,38,"Légère","3 Rue de la Bride 15000 Aurillac","15000","15014","84","15",656191.02,6425768.19,45.2,"très bonne",7434.5,195,"Électricité",612.5,"Électricité",NA
"2415E1496178A","2024-04-24","D","maison",NA,110.8,"Légère","6 Rue de la Liberté 15600 Maurs","15600","15122","84","15",636303.39,6401073.99,344.2,"bonne",20853,188.2,"Gaz naturel",1648,"Gaz naturel",NA
"2415E1291098I","2024-04-09","F","appartement",NA,22,"Légère","28 Boulevard Monthyon 15200 Mauriac","15200","15120","84","15",647451.6,6457805.68,49.7,"très bonne",8347.9,379,"Électricité",680.5,"Électricité",NA
"2415E1346760E","2024-04-14","E","appartement",NA,67,"Très lourde","3 Rue Edouard Herriot 15000 Aurillac","15000","15014","84","15",655973.1,6425064.43,190,"bonne",18160.8,271,"Réseau de Chauffage urbain",1446.8,"Réseau de Chauffage urbain",NA
"2415E1191831J","2024-04-02","D","appartement",NA,57,"Légère","35 Rue de l'Egalité 15130 Arpajon-sur-Cère","15130","15012","84","15",657662.17,6422117.58,125.1,"bonne",9239,162,"Gaz naturel",931,"Gaz naturel",NA
"2415E1234994M","2024-04-04","D","appartement",NA,40,"Légère","18 Rue des Fargues 15000 Aurillac","15000","15014","84","15",656425.48,6425842.52,62.8,"très bonne",9804.7,245,"Électricité",768.9,"Électricité",NA
"2415E1371669F","2024-04-15","E","appartement",NA,26,"Légère","32 Rue des Forgerons 15000 Aurillac","15000","15014","84","15",656275.32,6425717.17,52,"insuffisante",8258.1,317,"Électricité",666.9,"Électricité",NA
"2415E1473858O","2024-04-20","C","maison",NA,158.1,"Lourde","13 Rue des Tilleuls 15130 Ytrac","15130","15267","84","15",650874.07,6426399.08,340.8,"moyenne",21817.7,137.9,"Électricité",1533,"Bois – Granulés (pellets) ou briquettes",NA
"2415E1546895R","2024-04-28","E","maison",NA,101.7,"Lourde","18 Rue Michel Buche 15100 Saint-Flour","15100","15187","84","15",706294.67,6437992.47,392.9,"insuffisante",33506.6,329,"Bois – Bûches",1931.5,"Bois – Bûches",NA
"2415E1291446S","2024-04-09","D","appartement",NA,18,"Légère","28 Boulevard Monthyon 15200 Mauriac","15200","15120","84","15",647451.6,6457805.68,30.9,"très bonne",5529.3,307,"Électricité",494,"Électricité",NA
"2415E1470998O","2024-04-22","E","appartement",NA,45,"Légère","7 Avenue du Général Milhaud 15130 Arpajon-sur-Cère","15130","15012","84","15",657243.37,6422671.68,90.2,"très bonne",14253.4,316,"Électricité",1069.1,"Électricité",NA
"2415E1392355V","2024-04-16","E","maison",NA,75,"Légère","3 rue des lys 15140 Drugeac","15140","15063","84","15",651379.46,6452609.64,156.4,"très bonne",21211.8,282,"Électricité",1545.2,"Électricité",NA
"2415E1392219P","2024-04-16","E","maison",NA,77,"Légère","3 rue des lys 15140 Drugeac","15140","15063","84","15",651379.46,6452609.64,157.2,"très bonne",21258,276,"Électricité",1548.3,"Électricité",NA
"2415E1179429J","2024-04-01","E","maison",NA,73,"Moyenne","18 Rue Vercingetorix 15100 Saint-Flour","15100","15187","84","15",708419.88,6437492.53,207.6,"bonne",27953.4,383,"Électricité",1824.7,"Électricité",NA
"2415E1464868U","2024-04-22","E","immeuble",NA,NA,"Légère","8 Avenue Fernand Brun 15400 Riom-ès-Montagnes","15400","15162","84","15",673351.96,6464656.48,204.6,"bonne",36494.7,337,"Électricité",2684.7,"Électricité",NA
"2415E1296687H","2024-04-09","E","appartement",NA,84,"Légère","20 Rue du Collège 15100 Saint-Flour","15100","15187","84","15",707248.91,6437209.95,182.5,"bonne",31052.2,369.4,"Électricité",2219,"Électricité",NA
"2415E1322524A","2024-04-11","E","maison",NA,119.5,"Moyenne","1 Rue de Vareine 15260 Neuvéglise-sur-Truyère","15260","15142","84","15",698823.45,6425520.3,369.1,"insuffisante",45991.8,384,"Fioul domestique",3341.4,"Fioul domestique",NA
"2415E1280786S","2024-04-08","G","immeuble",NA,NA,"Lourde","8 Rue Porte Saint-Esprit 15300 Murat","15300","15138","84","15",689851.8,6445800.72,770.9,"insuffisante",113509.7,504,"Électricité",8058.9,"Électricité",NA
"2415E1522071X","2024-04-25","D","appartement",NA,98,"Légère","35 Rue Arsène Vermenouze 15000 Aurillac","15000","15014","84","15",656065.19,6425838.05,159.6,"très bonne",15735.4,160,"Gaz naturel",1312.7,"Gaz naturel",NA
"2415E1634748Q","2024-04-17","E","maison",NA,68.8,"Moyenne","5 Rabiac 15700 Chaussenac","15700","15046","84","15",643671.25,6452442.17,262.5,"insuffisante",22405.2,325.6,"Électricité",1449,"Électricité",NA
"2415E1587932A","2024-05-01","E","maison",NA,80,"Légère","9 Rue du Pre de l'Ecole 15200 Mauriac","15200","15120","84","15",647204.39,6457589.76,195.7,"bonne",25581.3,319,"Électricité",1817.7,"Électricité",NA
"2415E1328846E","2024-04-11","D","appartement",NA,55.7,"Légère","5 Cite Pierre Terrisse 15000 Aurillac","15000","15014","84","15",655541.73,6425964.49,74.7,"moyenne",10495.9,188,"Gaz naturel",810.5,"Gaz naturel",NA
"2415E1291204K","2024-04-09","F","appartement",NA,27,"Légère","28 Boulevard Monthyon 15200 Mauriac","15200","15120","84","15",647451.6,6457805.68,62.6,"très bonne",9906.9,366,"Électricité",785.1,"Électricité",NA
"2415E1250210S","2024-04-07","D","appartement",NA,78,"Légère","23 Rue Arsène Vermenouze 15000 Aurillac","15000","15014","84","15",656106.96,6425819.87,129.4,"bonne",19308.3,247,"Électricité",1414.9,"Électricité",NA
"2415E1357038M","2024-04-14","E","appartement",NA,82.4,"Lourde","22 Rue du Gue Bouliaga 15000 Aurillac","15000","15014","84","15",657126.74,6426496.4,258.7,"moyenne",27169.3,329,"Gaz naturel",1918.4,"Gaz naturel",NA
"2415E1497004U","2024-04-24","D","appartement",NA,44,"Légère","26 Boulevard du Pavatou 15000 Aurillac","15000","15014","84","15",656619.29,6426006.44,72.3,"insuffisante",10953.3,248,"Électricité",844.7,"Électricité",NA
"2415E1391628W","2024-04-16","D","maison",NA,80,"Légère","7 rue des lys 15140 Drugeac","15140","15063","84","15",651378.54,6452571.44,194.4,"bonne",14620.4,182,"Gaz naturel",1316.6,"Gaz naturel",NA
"2415E1291524S","2024-04-09","D","appartement",NA,20,"Légère","28 Boulevard Monthyon 15200 Mauriac","15200","15120","84","15",647451.6,6457805.68,31,"très bonne",5584.3,279,"Électricité",498.1,"Électricité",NA
"2415E1535095V","2024-04-27","D","appartement",NA,126.2,"Légère","4 Impasse du Pont Bourbon 15000 Aurillac","15000","15014","84","15",656337.3,6425396.3,235.8,"insuffisante",20451,162,"Gaz naturel",1674,"Gaz naturel",NA
"2415E1223247R","2024-04-03","G","maison",NA,76,"Moyenne","80 Boulevard Jean Jaures 15000 Aurillac","15000","15014","84","15",656921.48,6426407.41,385.1,"insuffisante",44454.1,584,"Électricité",3146.3,"Électricité",NA
"2415E1290230Y","2024-04-09","D","appartement",NA,64,"Légère","28 Boulevard Monthyon 15200 Mauriac","15200","15120","84","15",647451.6,6457805.68,91.5,"très bonne",13436,209,"Électricité",1034.4,"Électricité",NA
"2415E1423230I","2024-04-18","E","appartement",NA,47,"Légère","18 Rue du Président Delzons 15000 Aurillac","15000","15014","84","15",656006.4,6425870.01,110.2,"très bonne",11817.3,251,"Gaz naturel",1086.1,"Gaz naturel",NA
"2415E1279831Z","2024-04-08","C","appartement",NA,55.2,"Légère","3 Rue du Lavoir 15340 Cassaniouze","15340","15029","84","15",651126.94,6399173.33,82.7,"très bonne",9423.7,170,"Électricité",743.8,"Électricité",NA
"2415E1392108I","2024-04-16","E","appartement",NA,53.7,"Légère","6 Avenue du Docteur Louis Mallet 15300 Murat","15300","15138","84","15",689877.22,6445575.45,76,"très bonne",14365.9,267.4,"Électricité",1077,"Électricité",NA
"2415E1238152Y","2024-04-04","E","maison",NA,79,"Légère","1 Rue des Pommiers 15100 Roffiac","15100","15164","84","15",699772.94,6438891.56,178.2,"bonne",28718.5,363,"Électricité",2058.7,"Électricité",NA
"2415E1445701P","2024-04-21","E","appartement",NA,63.3,"Légère","14 Rue Victor Hugo 15210 Ydes","15210","15265","84","15",655974.18,6471657.91,136.7,"insuffisante",18670.9,294,"Gaz naturel",1364.7,"Gaz naturel",NA
"2415E1229027Z","2024-04-04","D","appartement",NA,57.8,"Légère","29 Avenue du 15 Septembre 1945 15290 Le Rouget-Pers","15290","15268","84","15",639472.7,6417631.98,79.2,"très bonne",12673,219,"Électricité",961,"Électricité",NA
"2415E1178340M","2024-04-01","G","maison",NA,37.2,"Moyenne","5 Rue Ladevie Roche 15200 Mauriac","15200","15120","84","15",647607.5,6457741.5,138,"insuffisante",17671,475,"Électricité",1302.9,"Électricité",NA
"2415E1559586U","2024-04-29","C","appartement",NA,68.8,"Moyenne","6 Avenue du Commandant Delorme 15100 Saint-Flour","15100","15187","84","15",707850.15,6437233.78,66.2,"très bonne",7741.3,112,"Électricité",632.8,"Électricité",NA
"2415E1208007N","2024-04-01","E","appartement",NA,67.6,"Lourde","48 Avenue des Pupilles de la Nation 15000 Aurillac","15000","15014","84","15",655719.4,6424641.94,208.1,"insuffisante",21091.2,312,"Réseau de Chauffage urbain",1761,"Réseau de Chauffage urbain",NA
"2415E1564824G","2024-04-29","D","maison",NA,94,"Légère","1 Impasse Pablo Neruda 15000 Aurillac","15000","15014","84","15",653878.17,6424397.95,271.9,"moyenne",20193.4,214,"Gaz naturel",1684.9,"Gaz naturel",NA
"2415E1471664E","2024-04-22","E","appartement",NA,79,"Moyenne","10 Rue du Monastere 15000 Aurillac","15000","15014","84","15",656396.89,6425883.7,180,"très bonne",24676.5,312,"Électricité",1782.2,"Électricité",NA
"2415E1300206Q","2024-04-09","E","maison",NA,86,"Moyenne","12 Rue Louis Loucheur 15000 Aurillac","15000","15014","84","15",654812.53,6425133.94,341.4,"insuffisante",22083.6,256.7,"Gaz naturel",1741,"Gaz naturel",NA
"2415E1310698E","2024-04-10","D","appartement",NA,71.1,"Légère","2 Avenue Fernand Talandier 15200 Mauriac","15200","15120","84","15",647830.63,6457950.64,80,"moyenne",12830.4,180,"Électricité",986.7,"Électricité",NA
"2415E1453939L","2024-04-22","E","appartement",NA,61,"Légère","9 Rue Lescure 15000 Aurillac","15000","15014","84","15",655582.58,6425263.8,199.4,"bonne",18191.5,298,"Gaz naturel",1466.8,"Gaz naturel",NA
"2415E1493385P","2024-04-24","C","appartement",NA,57,"Très lourde","7 Cite Pierre Terrisse 15000 Aurillac","15000","15014","84","15",655573.79,6425967.49,66.2,"insuffisante",9081.9,159,"Gaz naturel",723.9,"Gaz naturel",NA
"2415E1324317Z","2024-04-09","G","maison",NA,77.4,"Légère","10 allée de la Forêt 15270 Beaulieu","15270","15020","84","15",663066.77,6486268.56,347.8,"insuffisante",41332.6,534.2,"Électricité",2620,"Électricité",NA
"2415E1573808U","2024-04-29","E","maison",NA,90,"Légère","1 Impasse de la Source 15290 Omps","15290","15144","84","15",643043.23,6420052.76,233.7,"bonne",27760.2,308,"Électricité",1963.2,"Électricité",NA
"2415E1487907X","2024-04-23","E","appartement",NA,105,"Légère","35 Rue Arsène Vermenouze 15000 Aurillac","15000","15014","84","15",656065.19,6425838.05,242.4,"bonne",24939.3,237,"Gaz naturel",1917.8,"Gaz naturel",NA
"2415E1178855H","2024-04-01","G","maison",NA,335.6,"Moyenne","8 Avenue de Barrouze 15140 Salers","15140","15219","84","15",660151.43,6448791.72,1435.3,"insuffisante",219372.2,653,"Électricité",13243.3,"Électricité",NA
"2415E1453826C","2024-04-11","G","maison",NA,92.3,"Lourde","39 Vernet 15190 Condat","15190","15054","84","15",681779.48,6471211.53,522.8,"insuffisante",44249.5,479.5,"Fioul domestique",3131,"Fioul domestique",NA
"2415E1320434Q","2024-04-11","G","maison",NA,176.8,"Très lourde","8 Route d'Orceyrettes la Gazelle 15100 Anglards-de-Saint-Flour","15100","15005","84","15",712746.96,6433437.15,806.2,"insuffisante",69983.2,395,"Fioul domestique",6469,"Fioul domestique",NA
"2415E1261475Z","2024-04-07","D","appartement",NA,43,"Lourde","38bis Avenue des Pupilles de la Nation 15000 Aurillac","15000","15014","84","15",655743.7,6424718.41,96.5,"très bonne",10001.2,232,"Gaz naturel",635.3,"Gaz naturel",NA
"2415E1546783J","2024-04-28","C","appartement",NA,69.5,"Légère","1 Rue Jean Charles Alphand 15000 Aurillac","15000","15014","84","15",654670.23,6422688.2,61.9,"bonne",7071.5,101,"Gaz naturel",526.9,"Gaz naturel",NA
"2415E1212339D","2024-04-03","E","maison",NA,90,"Légère","55 Rue des Pradels 15130 Arpajon-sur-Cère","15130","15012","84","15",658707.23,6423327.9,225.1,"bonne",29539,328,"Électricité",1909.5,"Électricité",NA
"2415E1505848Y","2024-04-24","E","appartement",NA,48,"Légère","35 Rue Arsène Vermenouze 15000 Aurillac","15000","15014","84","15",656065.19,6425838.05,126.2,"moyenne",13187.2,274,"Gaz naturel",1132.6,"Gaz naturel",NA
"2415E1316117P","2024-04-10","C","appartement",NA,79.8,"Légère","26 Rue Pierre Marty 15000 Aurillac","15000","15014","84","15",656296.57,6424977.85,113.3,"insuffisante",10607.4,132,"Gaz naturel",1039.2,"Gaz naturel",NA
"2415E1222693J","2024-04-03","E","appartement",NA,30,"Moyenne","22 Rue de la Coste 15000 Aurillac","15000","15014","84","15",656158.31,6425885.38,114.8,"insuffisante",9193,306,"Gaz naturel",866.8,"Gaz naturel",NA
"2415E1449829J","2024-04-21","D","appartement",NA,44,"Légère","26 Boulevard du Pavatou 15000 Aurillac","15000","15014","84","15",656619.29,6426006.44,72.3,"insuffisante",10953.3,248,"Électricité",844.7,"Électricité",NA
"2415E1315265V","2024-04-10","E","appartement",NA,40.5,"Moyenne","20 Rue du Collège 15100 Saint-Flour","15100","15187","84","15",707248.91,6437209.95,60.5,"bonne",10823.8,266.9,"Électricité",836,"Électricité",NA
"2415E1594695D","2024-05-01","F","appartement",NA,64.9,"Moyenne","9 Avenue des Pupilles de la Nation 15000 Aurillac","15000","15014","84","15",655835.2,6424958.78,292.3,"insuffisante",26435.1,407,"Réseau de Chauffage urbain",2093.8,"Réseau de Chauffage urbain",NA
"2415E1542159N","2024-04-28","E","maison",NA,105,"Moyenne","7 Les Gardettes 15130 Vézac","15130","15255","84","15",662609.7,6422500.01,359.7,"insuffisante",21904.5,208.6,"Fioul domestique",2041,"Fioul domestique",NA
"2415E1391742G","2024-04-16","D","maison",NA,80,"Légère","7 rue des lys 15140 Drugeac","15140","15063","84","15",651378.54,6452571.44,194.4,"bonne",14620.4,182,"Gaz naturel",1316.6,"Gaz naturel",NA
"2415E1387479H","2024-04-16","E","appartement",NA,130.6,"Moyenne","19 Rue Sorel 15100 Saint-Flour","15100","15187","84","15",707376.72,6437211.77,307.7,"moyenne",39048.5,298,"Fioul domestique",3486,"Fioul domestique",NA
"2415E1412047F","2024-04-17","D","appartement",NA,81,"Lourde","12 Rue Raymond Cortat 15000 Aurillac","15000","15014","84","15",655514.14,6423723.74,168.8,"très bonne",16697.6,206,"Réseau de Chauffage urbain",1326.8,"Réseau de Chauffage urbain",NA
"2415E1373544I","2024-04-15","F","maison",NA,113.8,"Légère","11 les Bouleaux 15130 Ytrac","15130","15267","84","15",650772.45,6421832.41,395.9,"moyenne",45663.8,401.2,"Fioul domestique",3384,"Fioul domestique",NA
"2415E1368482Q","2024-04-15","F","appartement",NA,78,"Légère","13 Rue de la Gare 15800 Polminhac","15800","15154","84","15",666594.8,6428143.55,171.7,"bonne",25964.8,332,"Électricité",1870.3,"Électricité",NA
"2415E1249830C","2024-04-07","E","appartement",NA,61.1,"Lourde","25 Avenue des Orgues 15100 Saint-Flour","15100","15187","84","15",706743.37,6437022.35,94.3,"moyenne",15767.3,258,"Électricité",1172.7,"Électricité",NA
"2415E1290979T","2024-04-09","E","appartement",NA,18,"Légère","28 Boulevard Monthyon 15200 Mauriac","15200","15120","84","15",647451.6,6457805.68,30.9,"très bonne",5623.1,312,"Électricité",499.7,"Électricité",NA
"2415E1556384Q","2024-04-29","E","appartement",NA,94.4,"Légère","39 Rue Marchande 15100 Saint-Flour","15100","15187","84","15",707301.82,6437087.73,135.7,"bonne",24735.3,262,"Électricité",1786,"Électricité",NA
"2415E1242346G","2024-04-05","E","appartement",NA,84.8,"Moyenne","15 Route du Rocher du Cerf 15300 Laveissière","15300","15101","84","15",680480.93,6442645.6,147.9,"bonne",27558,325,"Électricité",1979.3,"Électricité",NA
"2415E1290889H","2024-04-09","D","appartement",NA,15,"Légère","28 Boulevard Monthyon 15200 Mauriac","15200","15120","84","15",647451.6,6457805.68,20.1,"très bonne",4368.5,291,"Électricité",421.9,"Électricité",NA
"2415E1702517D","2024-04-11","E","appartement",NA,70.8,"Légère","8 Rue du Marechal Ney 15000 Aurillac","15000","15014","84","15",655312.44,6424201.9,207,"insuffisante",18411.5,259.9,"Bois – Plaquettes d’industrie",1500,"Bois – Plaquettes d’industrie",NA
"2415E1323366K","2024-04-11","E","maison",NA,108,"Moyenne","16 Rue des Roses 15000 Aurillac","15000","15014","84","15",654992.87,6424013.49,345,"moyenne",32142.3,297,"Gaz naturel",2438.8,"Gaz naturel",NA
"2415E1391031X","2024-04-16","E","appartement",NA,87.4,"Légère","6 Avenue du Docteur Louis Mallet 15300 Murat","15300","15138","84","15",689877.22,6445575.45,146.5,"très bonne",25473.2,291.3,"Électricité",1837,"Électricité",NA
