"numero_dpe","date_etablissement_dpe","etiquette_dpe","type_batiment","periode_construction","surface_habitable_logement","classe_inertie_batiment","adresse_ban","code_postal_ban","code_insee_ban","code_region_ban","code_departement_ban","coordonnee_cartographique_x_ban","coordonnee_cartographique_y_ban","deperditions_enveloppe","qualite_isolation_enveloppe","conso_5_usages_ep","conso_5_usages_par_m2_ep","type_energie_n1","cout_total_5_usages","type_energie_principale_chauffage","_score"
"2115E0005229S","2021-07-01","D","maison",NA,205,NA,"Route de Ydes Bourg 15240 Saignes","15240","15169","84","15",658872.47,6470647.65,453.7,"bonne",51063.1,249,"Bois – Bûches",2904,"Bois – Bûches",NA
"2115E0022336R","2021-07-01","E","maison",NA,200,NA,"1 Rue de la Coste 15300 Murat","15300","15138","84","15",689120.36,6445543.74,933.7,"insuffisante",62587.8,312.9,"Bois – Bûches",3410,"Bois – Bûches",NA
"2115E0031649W","2021-07-01","G","appartement",NA,22,NA,"Super Lioran 15300 Laveissière","15300","15101","84","15",680491.5,6442630.24,76.2,"insuffisante",15204.1,691,"Électricité",1564,"Électricité",NA
"2115E0023030J","2021-07-01","C","maison",NA,220,NA,"Les Chazes Hautes 15100 Coren","15100","15055","84","15",709237.41,6444290.86,259.6,"très bonne",32897.8,149.5,"Fioul domestique",2530,"Fioul domestique",NA
"2115E0001782D","2021-06-30","G","maison",NA,125,NA,"3 Route de Beynac 15300 La Chapelle-d'Alagnon","15300","15041","84","15",694244.22,6444260,600,"insuffisante",67948,543.5,"Fioul domestique",6230,"Fioul domestique",NA
"2115E0005275M","2021-07-01","E","appartement",NA,74,NA,"31 Rue des Forgerons 15000 Aurillac","15000","15014","84","15",656275.73,6425696.73,140.2,"insuffisante",22254.4,300.7,"Électricité",2032,"Électricité",NA
"2115E0023056J","2021-06-30","E","appartement",NA,79.1,NA,"2 Rue d’Olonne sur Mer 15300 Murat","15300","15138","84","15",689120.49,6445482.54,125.1,"moyenne",21949,277.6,"Électricité",2005,"Électricité",NA
"2115E0001942H","2021-06-30","E","maison",NA,110,NA,"5 Place Jean Moulin 15600 Maurs","15600","15122","84","15",636334.48,6401023.47,364.6,"insuffisante",35808.7,325.5,"Électricité",3518,"Électricité",NA
"2115E1027875G","2021-06-30","F","maison",NA,122,"Légère","31 Avenue du General Milhaud 15130 Arpajon-sur-Cère","15130","15012","84","15",657071.24,6422847.91,611.4,"insuffisante",49072,402.2,"Gaz naturel",3519,"Gaz naturel",NA
"2115E1026698Z","2021-07-01","D","maison",NA,38.8,"Moyenne","21 Rue Figeagaise-Basse 15600 Maurs","15600","15122","84","15",636089.72,6401444.19,66.3,"très bonne",7942.7,204.4,"Électricité",646,"Électricité",NA
"2115E1027882N","2021-07-06","G","maison",NA,224,"Légère","14 Rue Blaise Pascal 15210 Ydes","15210","15265","84","15",655962.4,6472422.31,1196.2,"insuffisante",103611.7,462.5,"Fioul domestique",9329,"Fioul domestique",NA
"2115E1040379E","2021-07-12","G","maison",NA,215,"Légère","La Chevre Blanche 15190 Condat","15190","15054","84","15",681961.81,6470671.04,1301.2,"insuffisante",116053.4,539.7,"Fioul domestique",8492,"Fioul domestique",NA
"2115E0032521K","2021-07-08","E","appartement",NA,69,NA,"La Montagne Est 15310 Saint-Cernin","15310","15175","84","15",654088.54,6438682.36,130,"bonne",22126.4,320.6,"Électricité",2027,"Électricité",NA
"2115E0109415W","2021-07-27","E","maison",NA,90,NA,"Le Bourg 15800 Raulhac","15800","15159","84","15",672814.39,6422295.54,218.1,"bonne",26948.1,299.4,"Électricité",2265,"Électricité",NA
"2115E0104423W","2021-07-26","D","appartement",NA,32.5,"Légère","40 Avenue du General Milhaud 15000 Aurillac","15000","15014","84","15",655577.37,6424953.95,33.5,"bonne",6414.4,197,"Électricité",770.7,"Électricité",NA
"2115E0128043I","2021-08-01","D","maison",NA,65,"Moyenne","Le Bouteirou 15500 Massiac","15500","15119","84","15",714712.92,6460484.58,109.9,"très bonne",12045.2,185.3,"Électricité",1804,"Électricité",NA
"2115E0139581C","2021-08-01","G","maison",NA,105,NA,"Le Bos 15340 Puycapel","15340","15027","84","15",650476.45,6402391.29,NA,"insuffisante",66742.8,635.6,"Électricité",5544,"Électricité",NA
"2115E0082936L","2021-07-21","E","appartement",NA,55,"Légère","3 Allee des 2 Monts 15130 Arpajon-sur-Cère","15130","15012","84","15",659070.68,6423228.32,100.7,"bonne",15120.5,274,"Électricité",1414.4,"Électricité",NA
"2115E0097544H","2021-07-25","F","maison",NA,76.4,"Légère","La Baraque Neuve (Saint-Just) 15320 Val d'Arcomie","15320","15108","84","15",717896.15,6422255.84,181.8,"très bonne",30909.9,404,"Électricité",2565.8,"Électricité",NA
"2115E0011574T","2021-07-04","G","maison",NA,57,NA,"Impasse des Gardelles 15700 Pleaux","15700","15153","84","15",647579.84,6446235.37,241,"insuffisante",24513.5,430,"Bois – Bûches",1067,"Bois – Bûches",NA
"2115E0037752P","2021-07-11","E","appartement",NA,108,NA,"15 Avenue de la Gare 15600 Maurs","15600","15122","84","15",636654.42,6401233.16,281.2,"bonne",26732,247.5,"Fioul domestique",2568,"Fioul domestique",NA
"2115E0120857Y","2021-07-27","G","maison",NA,88,NA,"Les Placettes Sud 15220 Saint-Mamet-la-Salvetat","15220","15196","84","15",645966.45,6417377.3,NA,"insuffisante",37638.9,427.7,"Fioul domestique",3510,"Fioul domestique",NA
"2115E0034143U","2021-07-11","E","maison",NA,173,"Légère","Roche Haut 15160 Allanche","15160","15001","84","15",696350.43,6456341.57,372.9,"très bonne",51866,299,"Électricité",2925,"Électricité",NA
"2115E0090652F","2021-07-22","E","appartement",NA,44,NA,"23 Rue du Collège 15100 Saint-Flour","15100","15187","84","15",707249.86,6437202.84,86.4,"insuffisante",11445.4,260.1,"Gaz naturel",1325,"Gaz naturel",NA
"2115E0005229S","2021-07-01","D","maison",NA,205,NA,"Route de Ydes Bourg 15240 Saignes","15240","15169","84","15",658872.47,6470647.65,453.7,"bonne",51063.1,249,"Bois – Bûches",2904,"Bois – Bûches",NA
"2115E0127515A","2021-08-01","D","maison",NA,56.8,"Moyenne","Le Bouteirou 15500 Massiac","15500","15119","84","15",714712.92,6460484.58,103.3,"très bonne",9716.7,171.2,"Électricité",1572,"Électricité",NA
"2115E0038061M","2021-07-11","F","appartement",NA,57.8,"Très lourde","Le Bourg Nord 15320 Ruynes-en-Margeride","15320","15168","84","15",717542.99,6433839.89,166.4,"insuffisante",24428.2,422,"Électricité",2093.1,"Électricité",NA
"2115E0070230T","2021-07-19","G","maison",NA,53,NA,"chemin des 4 carrières 15250 Laroquevieille","15250","15095","84","15",662785.09,6435940.42,341.6,"insuffisante",40115.5,756.8,"Électricité",3807,"Électricité",NA
"2115E0110103I","2021-07-27","G","maison",NA,158,"Moyenne","Vieillevie","15120","15260","84","15",655122.08,6394816.06,768.6,"insuffisante",85070.3,538,"Bois – Bûches",4949.7,"Électricité",NA
"2115E0070151S","2021-07-19","G","maison",NA,80,NA,"chemin des 4 carrières 15250 Laroquevieille","15250","15095","84","15",662785.09,6435940.42,423.5,"insuffisante",48641.7,608,"Bois – Bûches",3014,"Bois – Bûches",NA
"2115E0086423O","2021-07-21","F","maison",NA,49.1,NA,"94 Rue Léon Blum 15000 Aurillac","15000","15014","84","15",655355.19,6423724.99,NA,"moyenne",17079.4,347.9,"Gaz naturel",1786,"Gaz naturel",NA
"2115E0938916T","2021-07-12","G","maison",NA,65,"Lourde","Vieillevie","15120","15260","84","15",655122.08,6394816.06,368.2,"insuffisante",49653.4,763.8,"Électricité",3508,"Électricité",NA
"2115E0030769A","2021-07-08","G","maison",NA,71,"Moyenne","La Peyre Saint Dolus 15140 Saint-Projet-de-Salers","15140","15208","84","15",661421.74,6443564.92,404,"insuffisante",60722.8,855,"Électricité",4096.3,"Électricité",NA
"2115E0039227I","2021-07-11","G","maison",NA,83.2,"Moyenne","Place de l’Église 15700 Ally","15700","15003","84","15",646105.67,6452968.09,413.9,"insuffisante",31232.5,375,"Fioul domestique",2978.7,"Électricité",NA
"2115E0011418T","2021-07-04","E","maison",NA,80,NA,"Hameau des Terres 15140 Saint-Projet-de-Salers","15140","15208","84","15",662706.02,6443081.28,195,"moyenne",27782,347.2,"Bois – Bûches",1894,"Bois – Bûches",NA
"2115E0936836T","2021-07-25","G","maison",NA,70,"Lourde","Le Bousquet 15140 Saint-Projet-de-Salers","15140","15208","84","15",661451.44,6442861.26,271.7,"insuffisante",36473.6,521,"Électricité",2591,"Électricité",NA
"2115E0086317M","2021-07-22","F","appartement",NA,49,NA,"Rue Tour de Ville 15600 Maurs","15600","15122","84","15",636514.47,6401655.91,211.2,"insuffisante",19445.4,396.8,"Électricité",1737,"Électricité",NA
"2115E0135675W","2021-08-01","E","maison",NA,180.3,"Moyenne","Lotissement Communal les Fayards 15110 Anterrieux","15110","15007","84","15",703623.22,6414918.95,438,"bonne",26303.2,145.9,"Électricité",1948,"Électricité",NA
"2115E0089628V","2021-07-22","E","appartement",NA,59,NA,"23 Rue du Collège 15100 Saint-Flour","15100","15187","84","15",707249.86,6437202.84,119.4,"très bonne",16477.7,279.2,"Gaz naturel",1742,"Gaz naturel",NA
"2115E0022336R","2021-07-01","E","maison",NA,200,NA,"1 Rue de la Coste 15300 Murat","15300","15138","84","15",689120.36,6445543.74,933.7,"insuffisante",62587.8,312.9,"Bois – Bûches",3410,"Bois – Bûches",NA
"2115E0030863Q","2021-07-08","F","maison",NA,115,"Légère","14 Rue des Grilleres 15310 Saint-Cernin","15310","15175","84","15",654631.47,6440003.95,338.3,"bonne",44353.2,385,"Électricité",3512.6,"Électricité",NA
"2115E0090706H","2021-07-22","E","appartement",NA,45,NA,"23 Rue du Collège 15100 Saint-Flour","15100","15187","84","15",707249.86,6437202.84,86.7,"insuffisante",11492.1,255.3,"Gaz naturel",1330,"Gaz naturel",NA
"2115E0080717C","2021-07-19","E","appartement",NA,71.2,NA,"Route de Font d'Alagnon 15300 Laveissière","15300","15101","84","15",679655.47,6443275.2,NA,"très bonne",21610.3,303.4,"Électricité",2070,"Électricité",NA
"2115E0083018P","2021-07-21","E","appartement",NA,53.9,"Légère","1 Allee des 2 Monts 15130 Arpajon-sur-Cère","15130","15012","84","15",659125.06,6423239.84,94,"bonne",14252.4,264,"Électricité",1351.1,"Électricité",NA
"2115E0064038P","2021-07-18","E","appartement",NA,90.3,"Très lourde","16 Rue du Bar 15000 Aurillac","15000","15014","84","15",655561.9,6424577.75,247.3,"insuffisante",28109.5,311,"Électricité",2228.8,"Électricité",NA
"2115E0069989M","2021-07-19","G","maison",NA,51,NA,"Le Carbonier 15340 Puycapel","15340","15027","84","15",647756.75,6401390.05,292.2,"insuffisante",29084.6,570.2,"Bois – Bûches",1263,"Bois – Bûches",NA
"2115E0128539K","2021-08-01","E","maison",NA,135,"Moyenne","Moussages","15380","15137","84","15",658695.43,6459836.26,335.4,"bonne",36686.5,271,"Fioul domestique",2956.4,"Fioul domestique",NA
"2115E0051497G","2021-07-14","F","maison",NA,115,"Légère","14 Rue des Grilleres 15310 Saint-Cernin","15310","15175","84","15",654631.47,6440003.95,326.1,"bonne",41283.5,358,"Électricité",3299.2,"Électricité",NA
"2115E0927187Q","2021-07-26","F","maison",NA,57,"Légère","Mons 15300 Virargues","15300","15263","84","15",691821.62,6447159.1,176.6,"insuffisante",27478.4,482,"Électricité",1769,"Électricité",NA
"2115E0118249Q","2021-07-28","C","appartement",NA,100,NA,"11 Rue Delolm de Lalaubie 15000 Aurillac","15000","15014","84","15",655594.27,6424569.08,162.3,"insuffisante",13333.9,133.3,"Gaz naturel",1445,"Gaz naturel",NA
"2115E0031649W","2021-07-01","G","appartement",NA,22,NA,"Super Lioran 15300 Laveissière","15300","15101","84","15",680491.5,6442630.24,76.2,"insuffisante",15204.1,691,"Électricité",1564,"Électricité",NA
"2115E0177947S","2021-07-20","E","appartement",NA,49.1,NA,"17 Rue Pierre Fortet 15000 Aurillac","15000","15014","84","15",655757.58,6425462.48,NA,"bonne",16067.9,327.3,"Bois – Bûches",983,"Bois – Bûches",NA
"2115E0089665G","2021-07-22","E","appartement",NA,57,NA,"23 Rue du Collège 15100 Saint-Flour","15100","15187","84","15",707249.86,6437202.84,111,"insuffisante",14128.5,247.8,"Gaz naturel",1555,"Gaz naturel",NA
"2115E0131007I","2021-08-01","G","maison",NA,80,NA,"1 Rue Etienne Chastel 15170 Neussargues en Pinatelle","15170","15141","84","15",694857.5,6453500.73,444.1,"insuffisante",63360.7,792,"Électricité",4291,"Électricité",NA
"2115E0058437E","2021-07-16","G","maison",NA,77,NA,"2 Chemin du Vieux Four 15310 Tournemire","15310","15238","84","15",661798.85,6439536.05,313.8,"insuffisante",44699.4,580.5,"Électricité",4459,"Électricité",NA
"2115E0975460H","2021-07-28","G","maison",NA,160.9,"Lourde","Lagarrigue 15600 Boisset","15600","15021","84","15",641514.04,6409088.64,912.4,"insuffisante",116660.7,725,"Bois – Bûches",3799,"Bois – Bûches",NA
"2115E0123983E","2021-07-29","E","maison",NA,127,"Lourde","5 Place du Marché 15110 Chaudes-Aigues","15110","15045","84","15",700274.86,6417117.98,298.6,"insuffisante",41865.1,329,"Électricité",3339.6,"Électricité",NA
"2115E0142758H","2021-07-29","E","maison",NA,131,"Lourde","Rue de l'Espinette 15400 Le Claux","15400","15050","84","15",676742.31,6451006.69,452,"insuffisante",50340.5,384.2,"Électricité",3380,"Électricité",NA
"2115E0064443E","2021-07-18","D","appartement",NA,41.2,"Moyenne","43 Boulevard du Pont Rouge 15000 Aurillac","15000","15014","84","15",656455.31,6425425.24,77.7,"moyenne",9576.6,232,"Électricité",1178,"Électricité",NA
"2115E0974643W","2021-07-20","G","maison",NA,82,"Lourde","La Fantaisie 15600 Saint-Santin-de-Maurs","15600","15212","84","15",637280.83,6395822.82,530.5,"insuffisante",53389,651,"Électricité",3346,"Électricité",NA
"2115E0965654D","2021-07-29","G","maison",NA,33.5,"Lourde","Le Fau 15140 Saint-Paul-de-Salers","15140","15205","84","15",663021.76,6449972.66,221.5,"insuffisante",34956.8,1043.4,"Bois – Bûches",1332,"Bois – Bûches",NA
"2115E0174904R","2021-07-28","E","maison",NA,29.7,NA,"52 Rue des Carmes 15000 Aurillac","15000","15014","84","15",655900.61,6425213,NA,"bonne",8175.2,275.7,"Gaz naturel",982,"Gaz naturel",NA
"2115E0142262F","2021-07-25","E","maison",NA,145,NA,"Thiézac","15800","15236","84","15",673708.99,6434725.02,NA,"insuffisante",34954.3,241,"GPL",5018,"GPL",NA
"2115E0170134F","2021-07-25","F","maison",NA,70,NA,"1 Impasse des Pinsons 15800 Vic-sur-Cère","15800","15258","84","15",669857.21,6429646.53,NA,"moyenne",21598.3,308.5,"Fioul domestique",2133,"Fioul domestique",NA
"2115E0189296F","2021-07-04","C","maison",NA,80,"Moyenne","Voussaire 15400 Saint-Étienne-de-Chomeil","15400","15185","84","15",670899.26,6474160.86,521.3,"insuffisante",10196.1,127.4,"Électricité",865,"Électricité",NA
"2115E0174938Z","2021-07-28","F","maison",NA,28.1,NA,"52 Rue des Carmes 15000 Aurillac","15000","15014","84","15",655900.61,6425213,NA,"bonne",10592.6,377.2,"Électricité",1077,"Électricité",NA
"2115E0103565W","2021-07-26","F","maison",NA,170,NA,"Rue du Colombier 15340 Puycapel","15340","15027","84","15",649095.67,6402035.15,578.8,"insuffisante",52432,308.4,"Fioul domestique",4931,"Fioul domestique",NA
"2115E0089647O","2021-07-22","E","appartement",NA,57,NA,"23 Rue du Collège 15100 Saint-Flour","15100","15187","84","15",707249.86,6437202.84,111,"insuffisante",14128.5,247.8,"Gaz naturel",1555,"Gaz naturel",NA
"2115E0862314N","2021-07-03","G","maison",NA,42,NA,"29 Rue du Moulin du Teil 15290 Le Rouget-Pers","15290","15268","84","15",638702.82,6417426.45,174.6,"insuffisante",21561.8,513.3,"Électricité",1569,"Électricité",NA
"2115E0953384F","2021-07-04","G","appartement",NA,43,"Lourde","2 Place de l’Eglise 15800 Vic-sur-Cère","15800","15258","84","15",670363.39,6431329.21,138.6,"insuffisante",19487.5,453.1,"Électricité",1427,"Électricité",NA
"2115E0040953S","2021-07-11","F","appartement",NA,64,NA,"11 Chemin de la Ponetie 15000 Aurillac","15000","15014","84","15",656291.9,6423355.7,146.2,"moyenne",23618.9,369,"Gaz naturel",2644,"Gaz naturel",NA
"2115E0927138T","2021-07-22","G","maison",NA,131.7,"Lourde","Sainte-Marie","15230","15198","84","15",691056.17,6419836.04,753.7,"insuffisante",126768.5,962.2,"Bois – Bûches",4341,"Bois – Bûches",NA
"2115E0118727A","2021-07-28","D","appartement",NA,55.8,"Lourde","2bis Rue des Pradels 15130 Arpajon-sur-Cère","15130","15012","84","15",658568.38,6423101.68,93.1,"bonne",13391.6,239,"Électricité",1288.3,"Électricité",NA
"2115E0023030J","2021-07-01","C","maison",NA,220,NA,"Les Chazes Hautes 15100 Coren","15100","15055","84","15",709237.41,6444290.86,259.6,"très bonne",32897.8,149.5,"Fioul domestique",2530,"Fioul domestique",NA
"2115E0189374F","2021-07-04","C","maison",NA,80,"Moyenne","Voussaire 15400 Saint-Étienne-de-Chomeil","15400","15185","84","15",670899.26,6474160.86,521.3,"insuffisante",13973,174.6,"Électricité",1268.5,"Électricité",NA
"2115E0037902J","2021-07-08","E","appartement",NA,69,NA,"La Montagne Est 15310 Saint-Cernin","15310","15175","84","15",654088.54,6438682.36,130,"bonne",24760.5,358.8,"Électricité",2226,"Électricité",NA
"2115E0006987I","2021-07-03","F","maison",NA,100,NA,"29 Rue du Moulin du Teil 15290 Le Rouget-Pers","15290","15268","84","15",638702.82,6417426.45,418.2,"insuffisante",37356.5,373.5,"Fioul domestique",2783,"Fioul domestique",NA
"2115E0090610P","2021-07-22","G","maison",NA,52,NA,"23 Rue du Collège 15100 Saint-Flour","15100","15187","84","15",707249.86,6437202.84,285.4,"insuffisante",29718.9,571.5,"Propane",4262,"Propane",NA
"2115E0063934P","2021-07-18","D","appartement",NA,41.2,"Moyenne","43 Boulevard du Pont Rouge 15000 Aurillac","15000","15014","84","15",656455.31,6425425.24,77.7,"moyenne",8396.7,204,"Électricité",1085.5,"Électricité",NA
"2115E0089600T","2021-07-22","E","appartement",NA,50,NA,"23 Rue du Collège 15100 Saint-Flour","15100","15187","84","15",707249.86,6437202.84,127.8,"bonne",15710.8,314.2,"Gaz naturel",1635,"Gaz naturel",NA
"2115E0021211K","2021-07-06","G","maison",NA,107,NA,"18 Rue du 19 Mars 1962 15230 Paulhenc","15230","15149","84","15",685553.52,6421107.54,596.6,"insuffisante",101690.2,950.3,"Bois – Bûches",3768,"Bois – Bûches",NA
"2115E0059407M","2021-07-18","E","maison",NA,97,"Légère","Place Sabathier 15150 Laroquebrou","15150","15094","84","15",636109.84,6430165.18,293,"moyenne",22356.8,230,"Fioul domestique",2185.8,"Électricité",NA
"2115E0070000X","2021-07-19","G","maison",NA,51,NA,"Le Carbonier 15340 Puycapel","15340","15027","84","15",647756.75,6401390.05,292.2,"insuffisante",29084.6,570.2,"Bois – Bûches",1263,"Bois – Bûches",NA
"2115E0936988P","2021-07-11","F","appartement",NA,40.4,"Lourde","23 Boulevard du Pavatou 15000 Aurillac","15000","15014","84","15",656611.73,6426030.03,94.3,"insuffisante",14940.5,369.8,"Gaz naturel",978,"Gaz naturel",NA
"2115E0015600P","2021-07-05","F","maison",NA,113,"Légère","11 Rue du Terrou 15250 Naucelles","15250","15140","84","15",653981.58,6428822.65,296.5,"bonne",38013,336,"Électricité",3071.8,"Électricité",NA
"2115E0131513U","2021-07-29","G","appartement",NA,21.5,NA,"Super Lioran 15300 Laveissière","15300","15101","84","15",680491.5,6442630.24,136.9,"insuffisante",19529.2,907.4,"Fioul domestique",1944,"Fioul domestique",NA
"2115E0086347Q","2021-07-22","G","appartement",NA,65,NA,"Rue Tour de Ville 15600 Maurs","15600","15122","84","15",636514.47,6401655.91,431.7,"insuffisante",41846.7,643.7,"Électricité",4054,"Électricité",NA
"2115E0086321Q","2021-07-22","F","appartement",NA,49,NA,"Rue Tour de Ville 15600 Maurs","15600","15122","84","15",636514.47,6401655.91,211.2,"insuffisante",19445.4,396.8,"Électricité",1737,"Électricité",NA
"2115E0008122Z","2021-07-04","D","appartement",NA,NA,"Légère","Rue Saint-Jacques 15600 Maurs","15600","15122","84","15",636445.11,6401565.97,78.2,"moyenne",10585.4,225.7,"Électricité",1076.8,"Électricité",NA
"2115E1040482D","2021-07-27","F","maison",NA,73.5,"Légère","Les Bories 15400 Riom-ès-Montagnes","15400","15162","84","15",672731.44,6466022.76,261.2,"insuffisante",27225.7,370.4,"Électricité",1936,"Électricité",NA
"2115E1029503W","2021-07-25","G","maison",NA,61,"Lourde","Le Bourg 15100 Les Ternes","15100","15235","84","15",701499.37,6433180.93,310.5,"insuffisante",47674.8,781.5,"Électricité",3017,"Électricité",NA
"2115E1027877I","2021-07-04","G","maison",NA,55,"Lourde","La Chapelle-Laurent","15500","15042","84","15",718850.05,6453772.02,480.6,"insuffisante",47673.6,866.7,"Fioul domestique",4393,"Fioul domestique",NA
"2115E1029505Y","2021-07-28","G","appartement",NA,133.5,"Lourde","Le Bourg Loubaresse (Loubaresse) 15320 Val d'Arcomie","15320","15108","84","15",716464.75,6426153.15,539.2,"insuffisante",60100.6,450,"Fioul domestique",5560,"Fioul domestique",NA
"2115E1037370L","2021-07-18","D","maison",NA,85,"Moyenne","Aliés Soubro 15400 Menet","15400","15124","84","15",665660.31,6466031.52,295.5,"moyenne",19611.8,230.8,"Électricité",1436,"Électricité",NA
"2115E1027869A","2021-07-27","G","maison",NA,129.9,"Lourde","Route de Siscamp 15600 Quézac","15600","15157","84","15",635769.61,6405443.81,668,"insuffisante",59949.8,461.5,"Fioul domestique",5437,"Fioul domestique",NA
"2115E1027878J","2021-07-20","G","maison",NA,52,"Lourde","Chemin du Bousquet 15130 Arpajon-sur-Cère","15130","15012","84","15",655333.44,6421383.54,307.1,"insuffisante",37896.7,728.7,"Électricité",2428,"Électricité",NA
"2115E1021154T","2021-07-04","E","maison",NA,80,"Moyenne","Boudou 15140 Saint-Projet-de-Salers","15140","15208","84","15",665894.57,6442948.45,176.8,"bonne",25750.1,321.8,"Bois – Bûches",1446,"Bois – Bûches",NA
"2115E1027861S","2021-07-26","F","maison",NA,186,"Légère","Chemin de Labrunie 15220 Vitrac","15220","15264","84","15",646955.27,6412555.18,796.3,"insuffisante",75943.8,408.3,"Fioul domestique",5562,"Fioul domestique",NA
"2115E1027879K","2021-07-06","G","maison",NA,174,"Légère","14 Rue Blaise Pascal 15210 Ydes","15210","15265","84","15",655962.4,6472422.31,1213.5,"insuffisante",103690.7,595.9,"Fioul domestique",9559,"Fioul domestique",NA
"2115E1027872D","2021-07-21","G","maison",NA,67.4,"Lourde","Lieu Dit Auzolles 15590 Velzic","15590","15252","84","15",666017.32,6433441.92,252.5,"insuffisante",36750.2,545.2,"Bois – Bûches",1441,"Bois – Bûches",NA
"2115E1040374Z","2021-07-20","G","maison",NA,125,"Légère","6 Rue du Four 15190 Saint-Amandin","15190","15170","84","15",676923.47,6469260.7,455.3,"insuffisante",71180.8,569.4,"Électricité",4354,"Électricité",NA
"2115E1024869Q","2021-07-08","E","maison",NA,130,"Légère","Puech Manier 15600 Rouziers","15600","15167","84","15",636405.06,6411080.55,328.2,"bonne",36027.7,277.1,"Bois – Bûches",1481,"Bois – Bûches",NA
"2115E1029504X","2021-07-29","G","maison",NA,125,"Moyenne","Auzolles Bas 15300 Albepierre-Bredons","15300","15025","84","15",689816.38,6443435.49,587.6,"insuffisante",71195.5,569.5,"Bois – Bûches",2643,"Bois – Bûches",NA
"2115E1046153G","2021-07-11","G","appartement",NA,53,"Lourde","Rue Félix Et Max Mabit 15800 Vic-sur-Cère","15800","15258","84","15",670452.79,6431081.55,133.9,"moyenne",19229.3,362.8,"Fioul domestique",1783,"Fioul domestique",NA
"2115E1048550L","2021-07-30","E","maison",NA,106.2,"Légère","La Broussette 15600 Saint-Constant-Fournoulès","15600","15181","84","15",642753.42,6397592.79,362.4,"insuffisante",30841.9,290.4,"Fioul domestique",2315,"Fioul domestique",NA
"2115E1046569G","2021-07-05","G","appartement",NA,125,"Moyenne","30 Avenue du 15 Septembre 1945 15290 Le Rouget-Pers","15290","15268","84","15",639410.53,6417648.69,540.5,"insuffisante",44249.8,353.9,"Fioul domestique",4092,"Fioul domestique",NA
"2115E1046575M","2021-07-05","G","appartement",NA,32,"Lourde","30 Avenue du 15 Septembre 1945 15290 Le Rouget-Pers","15290","15268","84","15",639410.53,6417648.69,150.7,"insuffisante",16259.5,508.1,"Électricité",1206,"Électricité",NA
"2115E0070178T","2021-07-19","E","appartement",NA,74.1,"Légère","2 Rue Maurice Montel 15320 Ruynes-en-Margeride","15320","15168","84","15",717551.5,6433701.08,134.1,"moyenne",23496.9,317,"Électricité",2025.2,"Électricité",NA
"2115E0124622T","2021-07-29","D","appartement",NA,28,NA,"18 Cours Spy des Ternes 15100 Saint-Flour","15100","15187","84","15",706941.9,6437032.9,43.2,"très bonne",7229.8,258.2,"Électricité",807,"Électricité",NA
"2115E0075630L","2021-07-20","E","appartement",NA,190,NA,"33 Boulevard Jean Jaures 15000 Aurillac","15000","15014","84","15",656645.04,6426191.41,798.1,"insuffisante",56965.4,299.8,"Gaz naturel",4850,"Gaz naturel",NA
"2115E0050778P","2021-07-08","F","maison",NA,75.2,NA,"1 Impasse Engenebroux 15700 Pleaux","15700","15153","84","15",639383.66,6448455.78,240.2,"bonne",29515.5,392.7,"Électricité",2416,"Électricité",NA
"2115E0063191A","2021-07-18","D","appartement",NA,66.8,"Légère","51 Avenue de la Republique 15100 Saint-Flour","15100","15187","84","15",708596.21,6437193.45,91.6,"bonne",14644.6,219,"Électricité",1379.7,"Électricité",NA
"2115E0033817G","2021-07-10","G","maison",NA,105,NA,"20 Avenue du Val de Cère 15800 Polminhac","15800","15154","84","15",666978.82,6427877.16,516.9,"insuffisante",44056.6,419.5,"Fioul domestique",4047,"Fioul domestique",NA
"2115E0032658R","2021-07-10","F","appartement",NA,40,NA,"13 Avenue Lucie Colomb 15120 Montsalvy","15120","15134","84","15",660537.88,6400636.77,99.7,"moyenne",14850.1,371.2,"Électricité",1507,"Électricité",NA
"2115E0046046P","2021-07-13","D","appartement",NA,91.5,NA,"88 Avenue de la République 15000 Aurillac","15000","15014","84","15",655593.79,6425131.65,196.6,"très bonne",15354.9,167.8,"Gaz naturel",1562,"Gaz naturel",NA
"2115E0017479W","2021-07-06","G","maison",NA,82.4,"Moyenne","10 Lotissement les Condamines 15170 Talizat","15170","15231","84","15",703628.03,6445782.49,298.7,"moyenne",31040.9,376,"Fioul domestique",2900.3,"Électricité",NA
"2115E0104428B","2021-07-25","E","maison",NA,116,NA,"4 impasse du château 15260 Neuvéglise-sur-Truyère","15260","15142","84","15",696443.32,6426396.97,254.2,"moyenne",41025.1,353.6,"Électricité",3937,"Électricité",NA
"2115E0051017U","2021-07-14","G","maison",NA,70,NA,"9 Ruelle de la Rose 15150 Glénat","15150","15076","84","15",635347.79,6422824.13,235.5,"insuffisante",30614.2,437.3,"Bois – Bûches",2152,"Bois – Bûches",NA
"2115E0812782L","2021-07-29","F","appartement",NA,67,NA,"16 Rue du Gue Bouliaga 15000 Aurillac","15000","15014","84","15",657080.22,6426453.85,180.4,"insuffisante",18093.7,270,"Fioul domestique",1736,"Fioul domestique",NA
"2115E0122135C","2021-07-29","G","maison",NA,131.9,"Moyenne","13 Rue du Languedoc 15000 Aurillac","15000","15014","84","15",654831.82,6423864.49,808.6,"insuffisante",63839,483,"Fioul domestique",4891.3,"Électricité",NA
